cell_id,cell_lat,cell_lon,detections,dark,expected,solas,solas_dark,mean_length_m,fishing_share,cell_area_km2,scenes,corridor,dark_rate,expected_rate,sdr,excess_dark,density_per_1k_km2,solas_dark_rate,dark_rate_lo,dark_rate_hi,p_value,q_value,is_dark_spot,matched,matched_share,area_type,days_observed,days_dark_majority,persistence
29.0_49.0,29.0,49.0,58,25,13.154144047013396,39,19,164.96492595344827,0.13793103448275862,2696.9520422927276,5,Persian Gulf,0.43103448275862066,0.22679558701747235,1.9005417540395693,11.845855952986604,21.505758756723445,0.48717948717948717,0.3118160080083492,0.5588212329427257,0.00043644038919476416,0.002178005403770025,True,33,0.5689655172413793,Behavioural dark spot (selective switch-off),4,1,0.25
53.5_1.5,53.5,1.5,78,74,39.005305601271466,3,1,37.0260214948718,0.9230769230769231,1827.7834521350646,5,Open ocean / other,0.9487179487179487,0.5000680205291214,1.8971778033598536,34.994694398728534,42.67463955256127,0.3333333333333333,0.8754314334594728,0.9798793131534966,5.029292799530676e-18,1.581941189670558e-16,True,4,0.05128205128205128,"Elevated dark, unclassified",5,4,0.8
23.5_58.0,23.5,58.0,41,29,15.424541259325496,20,9,142.21999868536585,0.43902439024390244,2829.297948568382,5,Gulf of Oman,0.7073170731707317,0.37620832339818283,1.8801207447558248,13.575458740674504,14.491227415884532,0.45,0.5552024292386027,0.8239098236694112,1.7413266367810507e-05,0.00011970179132309475,True,12,0.2926829268292683,Behavioural dark spot (selective switch-off),5,5,1.0
36.5_5.0,36.5,5.0,32,15,8.001894001306207,26,10,136.06202863125,0.15625,2476.736958123057,3,Open ocean / other,0.46875,0.25005918754081896,1.874556198513932,6.998105998693793,12.920225498734645,0.38461538461538464,0.30869129901682335,0.6355076206742619,0.005977490995487559,0.02433190452280818,True,17,0.53125,Behavioural dark spot (selective switch-off),3,1,0.3333333333333333
22.5_91.5,22.5,91.5,40,40,21.39825141823287,1,1,33.672249965,0.675,2850.5938981832446,4,Open ocean / other,1.0,0.5349562854558217,1.8693116188884986,18.60174858176713,14.032163622286923,1.0,0.9123754607496077,1.0,1.3574748267433889e-11,2.4294118451028234e-10,True,0,0.0,"Blackout, cause unresolved",3,3,1.0
35.0_35.5,35.0,35.5,40,14,7.505962362611065,27,9,145.7999652275,0.05,2524.3016497044573,7,Eastern Mediterranean,0.35,0.18764905906527662,1.865183879649762,6.494037637388935,15.845966746756735,0.3333333333333333,0.2213433317104915,0.5049440300646263,0.011294000430877417,0.04440595623958621,True,26,0.65,"Elevated dark, unclassified",6,2,0.3333333333333333
35.5_134.0,35.5,134.0,31,30,16.138498360135888,2,1,34.9482513032258,0.9354838709677419,2508.637392479843,3,Open ocean / other,0.967741935483871,0.520596721294706,1.8589090094096832,13.861501639864112,12.357306039098708,0.5,0.8380554282383037,0.9942829259130554,4.809040585819785e-08,5.737682905840157e-07,True,1,0.03225806451612903,"Elevated dark, unclassified",3,3,1.0
32.5_34.5,32.5,34.5,32,14,7.538094015527218,18,5,106.752781259375,0.0625,2599.7160620505924,4,Eastern Mediterranean,0.4375,0.23556543798522556,1.8572334029215254,6.461905984472782,12.309036539459306,0.2777777777777778,0.2816508596944317,0.6067469796877387,0.009331162977459274,0.03725287373308741,True,18,0.5625,"Elevated dark, unclassified",3,2,0.6666666666666666
17.5_106.5,17.5,106.5,63,57,30.862108315849365,14,11,61.312381244444445,0.5079365079365079,2943.9284261442276,5,South China Sea,0.9047619047619048,0.48987473517221214,1.8469250194008104,26.137891684150635,21.39997679308849,0.7857142857142857,0.807380773471272,0.9556171200561122,2.868116823181662e-12,5.412918659022845e-11,True,6,0.09523809523809523,Behavioural dark spot (selective switch-off),4,3,0.75
-4.0_116.0,-4.0,116.0,32,22,11.92845418356916,7,3,61.190729465625,0.15625,3084.458426322437,3,Open ocean / other,0.6875,0.37276419323653626,1.8443295050169939,10.07154581643084,10.374592741116379,0.42857142857142855,0.514330003019676,0.8204764788338126,0.0003013054225050048,0.0015559951669661442,True,10,0.3125,Behavioural dark spot (selective switch-off),3,3,1.0
28.0_-15.5,28.0,-15.5,56,21,11.388887850371146,43,16,150.89741919285714,0.08928571428571429,2722.900799752918,5,Open ocean / other,0.375,0.2033729973280562,1.8439026071641966,9.611112149628854,20.566301939858246,0.37209302325581395,0.26010029646692184,0.505948739655107,0.0023000959936073876,0.010073838149217166,True,35,0.625,Behavioural dark spot (selective switch-off),4,2,0.5
17.0_107.0,17.0,107.0,52,48,26.072743760584668,6,5,51.563799261538456,0.5192307692307693,2952.039858927605,4,South China Sea,0.9230769230769231,0.5013989184727821,1.8410030198879086,21.927256239415332,17.6149383087565,0.8333333333333334,0.8182618931787533,0.9696811457026542,7.390446352100033e-11,1.2176640180126721e-09,True,4,0.07692307692307693,Behavioural dark spot (selective switch-off),4,4,1.0
26.0_50.5,26.0,50.5,49,36,19.58566024412365,16,8,75.84259799387756,0.40816326530612246,2772.3023971976045,2,Persian Gulf,0.7346938775510204,0.3997073519208908,1.8380794699428733,16.41433975587635,17.674839530323926,0.5,0.5973744384734165,0.8378886875485057,2.05455788632806e-06,1.679237075597265e-05,True,13,0.2653061224489796,Behavioural dark spot (selective switch-off),2,2,1.0
26.0_52.0,26.0,52.0,25,15,8.167099212349724,5,4,75.366135508,0.28,2772.3023971976045,5,Persian Gulf,0.6,0.32668396849398895,1.8366374167853912,6.832900787650276,9.017775270573432,0.8,0.40739127785127344,0.7659694233580909,0.004519179999810646,0.018688879839854382,True,10,0.4,Behavioural dark spot (selective switch-off),5,4,0.8
27.5_51.5,27.5,51.5,47,30,16.41792831567773,15,10,77.91264300212765,0.1702127659574468,2735.564629421435,4,Persian Gulf,0.6382978723404256,0.34931762373782405,1.8272707386200817,13.582071684322269,17.181096543838695,0.6666666666666666,0.4953563457177046,0.7603397771423157,5.097241964942923e-05,0.00031873115419341893,True,17,0.3617021276595745,Behavioural dark spot (selective switch-off),4,3,0.75
29.5_49.0,29.5,49.0,34,20,11.034706351946413,21,11,117.98722270294118,0.29411764705882354,2683.6690905993105,4,Persian Gulf,0.5882352941176471,0.32455018682195336,1.8124632737936155,8.965293648053587,12.66922219251972,0.5238095238095238,0.42221304146519273,0.7363426221431113,0.001386791981923249,0.006285982870027652,True,14,0.4117647058823529,Behavioural dark spot (selective switch-off),4,3,0.75
24.0_54.0,24.0,54.0,48,32,17.80566433303679,3,2,56.152785916666666,0.10416666666666667,2818.326371211741,5,Persian Gulf,0.6666666666666666,0.3709513402715998,1.7971809083599823,14.194335666963209,17.031384473531492,0.6666666666666666,0.5253984633247204,0.783233986291032,3.0963792164015856e-05,0.00020105274772400328,True,16,0.3333333333333333,Behavioural dark spot (selective switch-off),5,4,0.8
24.0_52.5,24.0,52.5,39,25,13.929142403106948,13,7,88.50818900769231,0.20512820512820512,2818.326371211741,5,Persian Gulf,0.6410256410256411,0.35715749751556275,1.794798220630127,11.070857596893052,13.837999884744338,0.5384615384615384,0.484178631846895,0.772581153035089,0.00028879695216974324,0.0014988561817609674,True,14,0.358974358974359,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
17.5_108.0,17.5,108.0,70,68,37.999367456025496,2,2,36.45319150428572,0.6857142857142857,2943.9284261442276,3,South China Sea,0.9714285714285714,0.54284810651465,1.7895034720957534,30.000632543974504,23.77775199232055,1.0,0.9016755648760818,0.9921295531061937,4.743577599718959e-16,1.2957456706600738e-14,True,2,0.02857142857142857,"Blackout, cause unresolved",3,3,1.0
-4.0_122.0,-4.0,122.0,29,22,12.29624049360772,6,3,64.36284380000001,0.4482758620689655,3084.458426322437,2,Open ocean / other,0.7586206896551724,0.4240082928830248,1.7891647460406166,9.70375950639228,9.401974671636717,0.5,0.578920477816713,0.8778173181493787,0.0002648553702928218,0.001395532357177406,True,7,0.2413793103448276,Behavioural dark spot (selective switch-off),2,2,1.0
41.0_37.0,41.0,37.0,31,28,15.699080602761345,5,3,50.51413230322581,0.7419354838709677,2323.994479997919,5,Black Sea,0.9032258064516129,0.5064219549277853,1.7835439353738345,12.300919397238655,13.33910225123588,0.6,0.7509971000182295,0.966535963905356,3.2054793481543816e-06,2.5017199724693596e-05,True,3,0.0967741935483871,Behavioural dark spot (selective switch-off),4,4,1.0
5.0_100.0,5.0,100.0,37,27,15.373637015668743,15,8,81.07119902162162,0.4594594594594595,3078.1093682685055,2,Strait of Malacca,0.7297297297297297,0.41550370312618223,1.7562532517504945,11.626362984331257,12.020365611899358,0.5333333333333333,0.5702152452607867,0.8460270175300932,0.00010782439778773353,0.0006359188914981102,True,10,0.2702702702702703,Behavioural dark spot (selective switch-off),2,1,0.5
38.5_124.0,38.5,124.0,69,69,39.38998059374234,0,0,28.417161205797104,1.0,2410.682722189525,2,Open ocean / other,1.0,0.5708692839672802,1.751714495918326,29.610019406257663,28.622596978390465,,0.9472609058559944,1.0,1.588658868364626e-17,4.850082074595535e-16,True,0,0.0,"Blackout, cause unresolved",2,2,1.0
10.0_104.0,10.0,104.0,66,64,37.1065501017888,2,1,30.375506948484848,0.3484848484848485,3041.745231729066,3,Open ocean / other,0.9696969696969697,0.5622204560877091,1.7247628740596594,26.893449898211202,21.698069684318238,0.5,0.8960728112941316,0.9916502649240535,4.2180865649169566e-14,9.950849669054093e-13,True,2,0.030303030303030304,"Elevated dark, unclassified",3,3,1.0
17.5_107.5,17.5,107.5,42,36,20.936709879282056,2,1,41.94177545,0.35714285714285715,2943.9284261442276,3,South China Sea,0.8571428571428571,0.49849309236385847,1.7194678728210224,15.063290120717944,14.266651195392328,0.5,0.7215861764782122,0.9328412431581007,1.2905298709040132e-06,1.0890813056897281e-05,True,6,0.14285714285714285,Behavioural dark spot (selective switch-off),3,3,1.0
-6.0_119.0,-6.0,119.0,34,19,11.067074988399984,11,1,80.02366275882353,0.11764705882352941,3075.5239629307252,3,Open ocean / other,0.5588235294117647,0.325502205541176,1.7168041257436997,7.932925011600016,11.055026853896061,0.09090909090909091,0.3945361778918369,0.7111675978470325,0.0042099963452053996,0.017550105246277932,True,15,0.4411764705882353,"Elevated dark, unclassified",3,2,0.6666666666666666
-6.0_108.0,-6.0,108.0,52,30,17.68890479743743,17,6,81.98410414038462,0.15384615384615385,3075.5239629307252,4,Open ocean / other,0.5769230769230769,0.34017124610456595,1.6959783742148955,12.31109520256257,16.90768812948809,0.35294117647058826,0.4419408497943149,0.7013215209113954,0.00039728345645856047,0.002011610867336516,True,22,0.4230769230769231,Behavioural dark spot (selective switch-off),3,3,1.0
18.0_107.5,18.0,107.5,41,33,19.499129204147614,4,2,55.98520589512195,0.43902439024390244,2935.5928018133336,4,South China Sea,0.8048780487804879,0.47558851717433204,1.6923832677092394,13.500870795852386,13.966514693275595,0.5,0.6598611764744329,0.8976568425079408,1.535213425053368e-05,0.0001069497674634494,True,8,0.1951219512195122,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
25.0_120.0,25.0,120.0,45,19,11.250797031055752,29,14,154.72625244888889,0.28888888888888886,2795.740188976926,3,Taiwan Strait,0.4222222222222222,0.25001771180123894,1.6887692443081144,7.749202968944248,16.095916271986386,0.4827586206896552,0.2896848798168781,0.566994672040555,0.008505154728266996,0.03408629578355653,True,26,0.5777777777777777,Behavioural dark spot (selective switch-off),3,1,0.3333333333333333
21.5_89.5,21.5,89.5,39,38,22.59862979726342,3,2,33.498305102564096,0.48717948717948717,2871.0215292823814,4,Bay of Bengal,0.9743589743589743,0.5794520460836774,1.681517877008703,15.40137020273658,13.584015167503166,0.6666666666666666,0.8681871352137286,0.9954594139347627,1.6773501949400566e-08,2.1763618779347235e-07,True,1,0.02564102564102564,"Blackout, cause unresolved",4,4,1.0
-9.0_140.0,-9.0,140.0,28,25,14.94673521574808,7,5,49.368182467857146,0.42857142857142855,3055.101195388212,5,Open ocean / other,0.8928571428571429,0.5338119719910028,1.6726060667522675,10.05326478425192,9.164999196186049,0.7142857142857143,0.7280377463234293,0.9628823079452005,5.808714610658583e-05,0.00035054917243393076,True,3,0.10714285714285714,Behavioural dark spot (selective switch-off),3,3,1.0
54.5_18.5,54.5,18.5,105,75,44.84238224376808,26,14,68.7275136952381,0.5904761904761905,1784.0000256189903,8,Open ocean / other,0.7142857142857143,0.4270703070835055,1.6725248804198631,30.15761775623192,58.85650139694835,0.5384615384615384,0.6215148508295265,0.7919300084889693,2.4791300050979823e-09,3.676195636131008e-08,True,30,0.2857142857142857,Behavioural dark spot (selective switch-off),5,3,0.6
21.0_89.5,21.0,89.5,85,69,41.43857163014987,16,1,57.39231130588235,0.6941176470588235,2880.9077704872743,5,Bay of Bengal,0.8117647058823529,0.4875126074135279,1.665115308892476,27.561428369850127,29.50458909888086,0.0625,0.7158877949459186,0.8806795788969659,6.697574379784388e-10,1.037624209883014e-08,True,16,0.18823529411764706,"Elevated dark, unclassified",4,4,1.0
10.0_-71.5,10.0,-71.5,44,39,23.492200573220565,0,0,33.02627008636364,0.13636363636363635,3041.745231729066,3,Open ocean / other,0.8863636363636364,0.5339136493913764,1.6601254479521694,15.507799426779435,14.465379789545493,,0.7602056485186641,0.950472924104325,6.519403478830575e-07,5.936088430724681e-06,True,5,0.11363636363636363,"Elevated dark, unclassified",1,1,1.0
-1.0_117.5,-1.0,117.5,55,31,18.850627614047934,8,1,69.42863075818182,0.2727272727272727,3090.8118386878423,2,Open ocean / other,0.5636363636363636,0.34273868389178064,1.6445075800499112,12.149372385952066,17.794677537973136,0.125,0.43269584078681317,0.686267613639987,0.0006459678880420975,0.0031042345730911912,True,24,0.43636363636363634,"Elevated dark, unclassified",2,1,0.5
39.5_124.5,39.5,124.5,28,28,17.08342205423747,0,0,24.988820992857143,1.0,2376.549041372937,2,Open ocean / other,1.0,0.6101222162227667,1.6390158781480622,10.91657794576253,11.781789271987563,,0.8793527963418923,1.0,9.810056207879997e-07,8.485698619816199e-06,True,0,0.0,"Blackout, cause unresolved",2,2,1.0
19.5_111.0,19.5,111.0,41,37,22.75012252585524,1,0,33.63627082195122,0.926829268292683,2909.247212509951,1,South China Sea,0.9024390243902439,0.5548810372159815,1.6263648671759876,14.24987747414476,14.09299279335814,0.0,0.7745202448096945,0.9614035402470386,1.5611290998288077e-06,1.296361604497842e-05,True,4,0.0975609756097561,"Elevated dark, unclassified",1,1,1.0
20.5_111.5,20.5,111.5,30,21,12.938547911343818,7,2,63.83094863,0.6333333333333333,2890.5746194115304,2,South China Sea,0.7,0.43128493037812726,1.623056941466232,8.061452088656182,10.378559265876163,0.2857142857142857,0.5212387898833981,0.8333543735604105,0.0026921841427348997,0.011643696417328441,True,9,0.3,"Elevated dark, unclassified",1,1,1.0
34.0_11.5,34.0,11.5,33,33,20.466105786347597,2,2,34.60384763030303,0.8181818181818182,2555.052279867656,6,Open ocean / other,1.0,0.6201850238287151,1.6124220379049068,12.533894213652403,12.915586996016104,1.0,0.8957265699643882,1.0,1.422990713626741e-07,1.538608709108914e-06,True,0,0.0,"Blackout, cause unresolved",4,4,1.0
-5.0_106.0,-5.0,106.0,37,26,16.133156466929993,2,1,50.44020268108108,0.05405405405405406,3080.4603636605075,2,Open ocean / other,0.7027027027027027,0.43603125586297276,1.6115879154395623,9.866843533070007,12.011191715524282,0.5,0.5421656082795643,0.825106976535918,0.0009505087137558898,0.004460799605023416,True,11,0.2972972972972973,Behavioural dark spot (selective switch-off),2,2,1.0
17.5_107.0,17.5,107.0,61,61,37.91004995061706,0,0,25.30197719672131,0.9344262295081968,2943.9284261442276,4,South China Sea,1.0,0.6214762286986403,1.6090720027924181,23.089950049382942,20.720612450450762,,0.9407540837980555,1.0,2.5055081537826707e-13,5.418161382555026e-12,True,0,0.0,"Blackout, cause unresolved",4,4,1.0
26.5_56.5,26.5,56.5,75,69,42.94718255551525,13,9,56.83299228133333,0.7733333333333333,2760.2663687102918,3,Strait of Hormuz,0.92,0.5726291007402033,1.6066246001308198,26.052817444484752,27.171290731279328,0.6923076923076923,0.8362501593344202,0.9628203821056319,2.7152700627159047e-11,4.5458876211275953e-10,True,6,0.08,Behavioural dark spot (selective switch-off),3,3,1.0
27.0_-13.5,27.0,-13.5,36,28,17.474121252046366,11,5,70.30968772777777,0.6388888888888888,2748.0201352522117,4,Open ocean / other,0.7777777777777778,0.48539225700128796,1.6023695610284818,10.525878747953634,13.100340691898147,0.45454545454545453,0.6191498017214091,0.882838070251604,0.00032138289321558417,0.0016514625898899822,True,8,0.2222222222222222,Behavioural dark spot (selective switch-off),4,3,0.75
10.0_119.5,10.0,119.5,42,41,25.71378294527854,1,0,30.215557135714285,0.6904761904761905,3041.745231729066,2,South China Sea,0.9761904761904762,0.6122329272685366,1.594475619835947,15.286217054721462,13.807862526384334,0.0,0.8767851883475174,0.9957847045008997,3.100493911711353e-08,3.831324619471886e-07,True,1,0.023809523809523808,"Blackout, cause unresolved",2,1,0.5
10.0_106.5,10.0,106.5,61,35,21.95427010954284,11,4,65.78580186885246,0.4918032786885246,3041.745231729066,3,South China Sea,0.5737704918032787,0.35990606736955477,1.594222892647503,13.04572989045716,20.05427652641534,0.36363636363636365,0.44895006843512514,0.6898497144203256,0.0005367244583107182,0.002627924470408139,True,26,0.4262295081967213,Behavioural dark spot (selective switch-off),3,3,1.0
21.0_90.0,21.0,90.0,37,34,21.379687618078325,2,0,37.46920442702702,0.8648648648648649,2880.9077704872743,5,Bay of Bengal,0.918918918918919,0.577829395083198,1.590294517271157,12.620312381921675,12.843174078336375,0.0,0.7869900750149847,0.9720399336036787,5.246023084338926e-06,4.003949971723386e-05,True,3,0.08108108108108109,"Elevated dark, unclassified",4,4,1.0
39.0_124.5,39.0,124.5,39,39,24.54001835439944,0,0,24.942307566666667,0.9743589743589743,2393.7070268101265,2,Open ocean / other,1.0,0.6292312398563958,1.5892408651360372,14.45998164560056,16.292720689370128,,0.9103301463997611,1.0,1.4242976948266548e-08,1.895411547730856e-07,True,0,0.0,"Blackout, cause unresolved",2,2,1.0
-44.0_-65.5,-44.0,-65.5,26,26,16.364596269931315,0,0,25.255325757692308,1.0,2232.882382226405,1,Open ocean / other,1.0,0.6294075488435121,1.5887956886399328,9.635403730068685,11.644142211411703,,0.8712669561953784,1.0000000000000002,5.91875865058569e-06,4.4519358545709756e-05,True,0,0.0,"Blackout, cause unresolved",1,1,1.0
54.5_1.5,54.5,1.5,48,30,18.88900509775342,8,0,61.025024162499996,0.75,1784.0000256189903,6,Open ocean / other,0.625,0.39352093953652956,1.5882255229825777,11.110994902246581,26.90582921003353,0.0,0.48362506125249566,0.7478492759593187,0.0009945306713115415,0.004629250389333543,True,18,0.375,"Elevated dark, unclassified",5,2,0.4
20.0_92.0,20.0,92.0,73,71,44.78900624410198,2,0,29.353371801369864,0.9315068493150684,2900.021339887193,4,Bay of Bengal,0.9726027397260274,0.613548030741123,1.5852104334051753,26.210993755898023,25.172228561200725,0.0,0.9054967102680322,0.9924543995474844,3.5498173241380486e-13,7.51981710705162e-12,True,2,0.0273972602739726,"Blackout, cause unresolved",4,4,1.0
-4.5_107.5,-4.5,107.5,39,29,18.4286683444669,7,2,53.94700967179487,0.358974358974359,3082.576770069333,5,Open ocean / other,0.7435897435897436,0.4725299575504333,1.5736351351022648,10.5713316555331,12.651753032941597,0.2857142857142857,0.589180432321585,0.854313741565478,0.0005359042183352245,0.002627924470408139,True,10,0.2564102564102564,"Elevated dark, unclassified",5,5,1.0
9.5_-72.0,9.5,-72.0,32,32,20.34793420413345,1,1,25.045096675,0.90625,3046.429330018552,2,Open ocean / other,1.0,0.6358729438791703,1.5726412164975239,11.652065795866552,10.504100549676998,1.0,0.8928172849426366,1.0,5.103299804430489e-07,4.721547699796005e-06,True,0,0.0,"Blackout, cause unresolved",1,1,1.0
6.0_121.0,6.0,121.0,65,63,40.12615807178006,0,0,27.217353646153846,0.046153846153846156,3072.7043445357876,1,Open ocean / other,0.9692307692307692,0.6173255087966163,1.5700481438392844,22.87384192821994,21.15400400158576,,0.8945709497407398,0.9915211805990546,2.0323340973387965e-11,3.515937988396118e-10,True,2,0.03076923076923077,"Elevated dark, unclassified",1,1,1.0
18.0_108.0,18.0,108.0,60,45,28.726368101111177,5,3,47.072276751666664,0.7166666666666667,2935.5928018133336,4,South China Sea,0.75,0.47877280168518627,1.5665050256826354,16.273631898888823,20.43880199015941,0.6,0.6276768905451521,0.8422361442158816,1.720158435556681e-05,0.00011903496374052234,True,15,0.25,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
24.5_53.5,24.5,53.5,118,77,49.597879291180966,4,3,50.59395699491525,0.1694915254237288,2807.140167390364,6,Persian Gulf,0.652542372881356,0.4203210109422116,1.5524857332698785,27.402120708819034,42.03566368746659,0.75,0.5630461198830585,0.73241946822478,3.1160492412959904e-07,3.022858983612372e-06,True,41,0.3474576271186441,Behavioural dark spot (selective switch-off),5,4,0.8
-6.0_107.0,-6.0,107.0,39,21,13.527297099166832,5,3,67.08552834615385,0.10256410256410256,3075.5239629307252,3,Open ocean / other,0.5384615384615384,0.3468537717735085,1.5524165578719658,7.472702900833168,12.68076609711607,0.6,0.3856918682173881,0.6843335276595165,0.010878133146145223,0.043262460558232727,True,18,0.46153846153846156,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
20.5_92.0,20.5,92.0,39,37,23.84233210734977,0,0,27.185288115384612,0.8974358974358975,2890.5746194115304,5,Bay of Bengal,0.9487179487179487,0.6113418489064043,1.5518616146024649,13.157667892650231,13.49212704563901,,0.8311406095436208,0.9858223423536004,1.5043423556380894e-06,1.2592801331873684e-05,True,2,0.05128205128205128,"Elevated dark, unclassified",4,4,1.0
9.5_104.5,9.5,104.5,113,113,73.0948964561486,0,0,23.58338579380531,0.22123893805309736,3046.429330018552,6,Open ocean / other,1.0,0.646857490762377,1.545935564294717,39.905103543851396,37.0926050660469,,0.9671212992632762,1.0,4.181895029953995e-22,1.736322816436899e-20,True,0,0.0,"Blackout, cause unresolved",5,5,1.0
18.0_107.0,18.0,107.0,67,65,42.06907750947519,3,1,31.345376331343285,0.9253731343283582,2935.5928018133336,4,South China Sea,0.9701492537313433,0.6278966792458984,1.5450778540451735,22.930922490524807,22.82332888901134,0.3333333333333333,0.8975324995811698,0.991775477652546,2.3487556281158977e-11,3.996734986859511e-10,True,2,0.029850746268656716,"Blackout, cause unresolved",3,3,1.0
39.0_125.0,39.0,125.0,36,36,23.354376320683745,0,0,24.796629052777778,1.0,2393.7070268101265,2,Open ocean / other,1.0,0.6487326755745485,1.541466982704937,12.645623679316255,15.039434482495501,,0.9035781695514236,1.0,1.715409590954411e-07,1.8169338320517129e-06,True,0,0.0,"Blackout, cause unresolved",2,2,1.0
10.0_104.5,10.0,104.5,37,37,24.035999284606213,0,0,22.936959883783782,0.08108108108108109,3041.745231729066,5,Open ocean / other,1.0,0.6496216022866544,1.539357676037898,12.964000715393787,12.164069368481437,,0.9059390425448564,1.0000000000000002,1.1706766574391892e-07,1.2948251021049125e-06,True,0,0.0,"Blackout, cause unresolved",5,5,1.0
-3.0_120.5,-3.0,120.5,32,28,18.205689489809014,5,3,44.6254361875,0.6875,3087.5169330678864,3,Open ocean / other,0.875,0.5689277965565317,1.5379807513290578,9.794310510190986,10.364315627640448,0.6,0.7193135021517204,0.950299461555257,0.0002078536824537337,0.0011178866444921014,True,4,0.125,Behavioural dark spot (selective switch-off),3,3,1.0
-6.0_107.5,-6.0,107.5,55,29,18.87013604720749,12,3,73.33114644545455,0.09090909090909091,3075.5239629307252,6,Open ocean / other,0.5272727272727272,0.34309338267649986,1.5368198685717256,10.129863952792508,17.8831316754201,0.25,0.39791319071629383,0.6530711468951917,0.003790401074064297,0.015993643556417643,True,26,0.4727272727272727,"Elevated dark, unclassified",5,3,0.6
-6.5_109.0,-6.5,109.0,31,25,16.28668378280175,4,3,54.9715795,0.12903225806451613,3072.7043445357876,4,Open ocean / other,0.8064516129032258,0.5253768962194113,1.534996340163444,8.713316217198251,10.088832677679363,0.75,0.6371939644454013,0.9081311641365236,0.0011390256558863553,0.005254705025822386,True,6,0.1935483870967742,Behavioural dark spot (selective switch-off),4,4,1.0
9.0_106.0,9.0,106.0,41,33,21.50267089945195,2,1,41.06196695121951,0.5121951219512195,3050.8814309198565,4,South China Sea,0.8048780487804879,0.524455387791511,1.5346930692615068,11.49732910054805,13.43873923924939,0.5,0.6598611764744329,0.8976568425079408,0.00018692440710371634,0.0010211975503876714,True,8,0.1951219512195122,Behavioural dark spot (selective switch-off),4,4,1.0
13.5_74.0,13.5,74.0,59,59,38.7620878287368,1,1,25.890681064406778,0.9830508474576272,3002.4927996365627,2,India West Coast corridor,1.0,0.6569845394701153,1.5221058334288058,20.237912171263197,19.650338547736624,1.0,0.938868520215908,1.0000000000000002,1.7208928392247217e-11,3.027604690025866e-10,True,0,0.0,"Blackout, cause unresolved",2,2,1.0
-4.5_106.0,-4.5,106.0,69,59,38.79083078488385,4,3,42.12686510434783,0.30434782608695654,3082.576770069333,3,Open ocean / other,0.855072463768116,0.5621859534041138,1.5209779941859696,20.209169215116148,22.38387075058898,0.75,0.7533626140708477,0.9193299132761629,1.943213829907596e-07,1.997085104400084e-06,True,10,0.14492753623188406,Behavioural dark spot (selective switch-off),2,2,1.0
10.0_-72.0,10.0,-72.0,33,29,19.167064258262453,3,2,36.85881829393939,0.15151515151515152,3041.745231729066,3,Open ocean / other,0.8787878787878788,0.5808201290382562,1.5130120924751849,9.832935741737547,10.849034842159119,0.6666666666666666,0.7267415674973484,0.9518391673241576,0.00021986739603139507,0.0011764039024772582,True,4,0.12121212121212122,Behavioural dark spot (selective switch-off),1,1,1.0
