cell_id,cell_lat,cell_lon,detections,dark,expected,solas,solas_dark,mean_length_m,fishing_share,cell_area_km2,scenes,corridor,dark_rate,expected_rate,sdr,excess_dark,density_per_1k_km2,solas_dark_rate,dark_rate_lo,dark_rate_hi,p_value,q_value,is_dark_spot,matched,matched_share,area_type,days_observed,days_dark_majority,persistence
44.5_37.5,44.5,37.5,74,56,13.78430996749983,62,49,163.24025112837836,0.05405405405405406,2195.2374379563416,5,Black Sea,0.7567567567567568,0.18627445902026799,4.062590012270101,42.21569003250017,33.709337641804424,0.7903225806451613,0.6479345618473262,0.8402362876727247,2.5759047940017598e-26,1.3368945880869132e-24,True,18,0.24324324324324326,Behavioural dark spot (selective switch-off),5,4,0.8
44.5_36.5,44.5,36.5,127,99,28.66877209003487,85,66,123.0889386007874,0.13385826771653545,2195.2374379563416,3,Black Sea,0.7795275590551181,0.2257383629136604,3.453234749262663,70.33122790996512,57.85251189877245,0.7764705882352941,0.6998123036792052,0.8428285689484605,9.066195057114714e-40,6.721936049489338e-38,True,28,0.2204724409448819,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
44.0_37.0,44.0,37.0,92,55,16.32884859146726,80,48,167.06155152717392,0.043478260869565216,2214.144217918689,7,Black Sea,0.5978260869565217,0.17748748468986153,3.368271785479142,38.67115140853274,41.55104227423842,0.6,0.4956578768521757,0.6921520094602397,3.0418044557272777e-19,1.088756215532729e-17,True,37,0.40217391304347827,Behavioural dark spot (selective switch-off),5,4,0.8
25.5_55.5,25.5,55.5,34,30,9.056389351190159,22,20,138.42955944411764,0.17647058823529413,2784.1273041239665,4,Strait of Hormuz,0.8823529411764706,0.2663643926820635,3.312578427964507,20.94361064880984,12.212085255454292,0.9090909090909091,0.7337882520370121,0.9532862902656388,8.18576819661217e-14,1.8471363887137895e-12,True,4,0.11764705882352941,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
45.5_36.5,45.5,36.5,121,98,30.140962842869147,56,44,91.06120817603306,0.3140495867768595,2156.923803096975,5,Black Sea,0.8099173553719008,0.24909886646999296,3.2513891646691433,67.85903715713086,56.098411926404,0.7857142857142857,0.7308946400120011,0.8698666446879706,3.4579882335104047e-38,2.243369866489875e-36,True,23,0.19008264462809918,Behavioural dark spot (selective switch-off),4,4,1.0
27.0_56.0,27.0,56.0,230,165,50.80106140118666,149,115,132.19533482739132,0.06521739130434782,2748.0201352522117,4,Strait of Hormuz,0.717391304347826,0.22087418000515938,3.2479636340067843,114.19893859881334,83.69662108712706,0.7718120805369127,0.6559975739576385,0.7716423327142283,1.0678447873088773e-57,1.3855286115332682e-55,True,65,0.2826086956521739,Behavioural dark spot (selective switch-off),3,3,1.0
25.5_56.5,25.5,56.5,130,74,23.118139691111416,113,64,165.25556823461537,0.06153846153846154,2784.1273041239665,4,Strait of Hormuz,0.5692307692307692,0.17783184377778014,3.2009496001294564,50.881860308888584,46.693267153207586,0.5663716814159292,0.483326884526903,0.6511604497548151,1.7938527174058368e-23,7.758413002780244e-22,True,56,0.4307692307692308,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
45.0_36.5,45.0,36.5,197,172,54.086559493094875,113,96,104.40629510000001,0.27918781725888325,2176.1634821639595,4,Black Sea,0.8730964467005076,0.27455106341672525,3.1800876523114563,117.91344050690512,90.52628702513874,0.8495575221238938,0.8193742243848917,0.912545855917197,2.9046772000408667e-69,5.0250915560706995e-67,True,25,0.12690355329949238,Behavioural dark spot (selective switch-off),4,4,1.0
25.0_51.5,25.0,51.5,66,42,13.312684861665169,48,28,144.45856131666667,0.09090909090909091,2795.740188976926,5,Persian Gulf,0.6363636363636364,0.2017073463888662,3.1548857677043056,28.68731513833483,23.607343865580035,0.5833333333333334,0.5157941737921341,0.7419318805937907,2.046415404636404e-14,5.05756950002997e-13,True,24,0.36363636363636365,Behavioural dark spot (selective switch-off),5,2,0.4
26.5_54.5,26.5,54.5,95,89,28.34382320433786,24,22,74.27293913263158,0.021052631578947368,2760.2663687102918,2,Strait of Hormuz,0.9368421052631579,0.2983560337298722,3.1400139408990904,60.65617679566214,34.41696825962048,0.9166666666666666,0.8689918917654831,0.9707355104619193,1.9037018766493303e-39,1.3173616986413366e-37,True,6,0.06315789473684211,Behavioural dark spot (selective switch-off),2,2,1.0
25.0_55.0,25.0,55.0,222,211,67.46450420667816,104,99,103.17276400675676,0.3108108108108108,2795.740188976926,2,Strait of Hormuz,0.9504504504504504,0.3038941630931449,3.127570601476585,143.53549579332184,79.40652027513283,0.9519230769230769,0.9134660002725036,0.9721104391434409,1.7106781836101747e-93,5.918946515291205e-91,True,11,0.04954954954954955,"Elevated dark, unclassified",2,2,1.0
35.5_14.5,35.5,14.5,77,47,15.093059602950799,60,36,144.84743334285716,0.05194805194805195,2508.637392479843,3,Open ocean / other,0.6103896103896104,0.1960137610772831,3.1140140724556056,31.9069403970492,30.69395371001937,0.6,0.4987086179545712,0.7115791546773411,1.9569914321504743e-15,4.954529528224859e-14,True,30,0.38961038961038963,Behavioural dark spot (selective switch-off),3,2,0.6666666666666666
5.5_96.5,5.5,96.5,28,22,7.105617188140001,23,17,192.21161339285715,0.17857142857142858,3075.5239629307252,2,Open ocean / other,0.7857142857142857,0.2537720424335715,3.096142026440749,14.894382811859998,9.10413976203205,0.7391304347826086,0.6046105292072612,0.8978767829881058,5.631046131224476e-09,8.118091505848618e-08,True,6,0.21428571428571427,Behavioural dark spot (selective switch-off),2,1,0.5
25.0_53.5,25.0,53.5,56,39,12.607243262835338,35,23,150.0662102267857,0.07142857142857142,2795.740188976926,4,Persian Gulf,0.6964285714285714,0.22512934397920245,3.0934597823591923,26.39275673716466,20.030473582916393,0.6571428571428571,0.5666388751588567,0.8009983537922407,8.119303334344314e-14,1.8471363887137895e-12,True,17,0.30357142857142855,Behavioural dark spot (selective switch-off),4,3,0.75
