country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
China,1900,CHN,395929430.0,388800000000.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1901,CHN,397991980.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1902,CHN,400101986.0,,,,,,,,,,,,,,,,,,0.291,0.726,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1903,CHN,402259874.0,,,,,,,,,,,,,,,,,1972.0,5.731,14.97,6.022,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1904,CHN,404429383.0,,,,,,,,,,,,,,,,,6.467,0.389,15.853,6.411,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1905,CHN,406610574.0,,,,,,,,,,,,,,,,,9.973,0.639,17.34,7.051,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1906,CHN,408803510.0,,,,,,,,,,,,,,,,,644.683,45.455,128.438,52.506,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1907,CHN,411008255.0,,,,,,,,,,,,,,,,,-1.583,-0.831,125.727,51.675,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1908,CHN,413224872.0,,,,,,,,,,,,,,,,,34.983,18.077,168.799,69.752,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1909,CHN,415905832.0,,,,,,,,,,,,,,,,,-8.333,-5.813,153.735,63.939,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1910,CHN,419058430.0,,,,,,,,,,,,,,,,,-10.018,-6.406,137.293,57.534,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1911,CHN,422690056.0,387034110000.0,,,,,,,,,,,,,,,,48.515,27.912,202.149,85.446,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1912,CHN,426808190.0,,,,,,,,,,,,,,,,,-64.857,-55.418,70.355,30.028,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1913,CHN,431420404.0,430582900000.0,,,,,,,,,,,,,,,,9.911,2.976,76.502,33.004,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1914,CHN,436082439.0,,,,,,,,,,,,,,,,,40.437,13.346,106.288,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1915,CHN,440794834.0,,,,,,,,,,,,,,,,,6.509,3.017,111.995,49.367,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1916,CHN,445558131.0,,,,,,,,,,,,,,,,,11.657,5.755,123.714,55.122,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1917,CHN,450372881.0,,,,,,,,,,,,,,,,,10.503,5.789,135.246,60.911,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1918,CHN,455336427.0,,,,,,,,,,,,,,,,,6.012,3.662,141.814,64.573,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1919,CHN,459658818.0,,,,,,,,,,,,,,,,,15.267,9.858,161.927,74.431,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1920,CHN,463330522.0,,,,,,,,,,,,,,,,,10.355,7.708,177.279,82.139,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1921,CHN,466341893.0,,,,,,,,,,,,,,,,,-5.527,-4.54,166.4,77.599,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1922,CHN,468683169.0,,,,,,,,,,,,,,,,,5.318,4.127,174.374,81.726,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1923,CHN,470344471.0,,,,,,,,,,,,,,,,,20.718,16.932,209.758,98.659,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1924,CHN,472011663.0,,,,,,,,,,,,,,,,,9.144,9.021,228.13,107.68,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1925,CHN,473684764.0,,,,,,,,,,,,,,,,,-5.328,-5.737,215.212,101.943,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1926,CHN,475363795.0,,,,,,,,,,,,,,,,,-10.953,-11.166,190.962,90.777,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.049,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1927,CHN,477048778.0,,,,,,,,,,,,,,,,,13.3,12.073,215.595,102.849,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.012,0.073,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1928,CHN,478739734.0,,,,,,,,,,,,,,,,,1.616,1.662,218.306,104.512,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.073,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1929,CHN,480666438.0,488734819000.0,,,,,,,,,,,,,,,,4.861,5.08,228.0,109.592,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333,0.012,0.097,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1930,CHN,482831090.0,494868000000.0,,,,,,,,,,,,,,,,5.505,6.034,239.474,115.626,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,0.535,1.204,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1931,CHN,485235901.0,500029600000.0,,,,,,,,,,,,,,,,6.038,6.981,252.674,122.607,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.128,1.462,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1932,CHN,487883101.0,515662973000.0,,,,,,,,,,,,,,,,-4.172,-5.115,240.819,117.492,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.754,0.105,1.669,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1933,CHN,490774936.0,461500000000.0,,,,,,,,,,,,,,,,9.212,10.823,261.453,128.315,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.286,0.198,2.062,1.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1934,CHN,493683911.0,470972743000.0,,,,,,,,,,,,,,,,16.879,21.658,303.783,149.973,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.747,0.058,2.167,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1935,CHN,496610129.0,508829044000.0,,,,,,,,,,,,,,,,16.635,24.948,352.23,174.921,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.261,0.57,3.302,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1936,CHN,499553692.0,540976335000.0,,,,,,,,,,,,,,,,12.299,21.513,393.218,196.434,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73,0.291,3.865,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1937,CHN,502514702.0,528001760000.0,,,,,,,,,,,,,,,,-7.123,-13.991,363.059,182.442,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.867,0.326,4.49,2.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1938,CHN,505493263.0,514876008000.0,,,,,,,,,,,,,,,,-8.405,-15.334,330.585,167.109,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.206,0.907,6.258,3.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1939,CHN,508423146.0,,,,,,,,,,,,,,,,,20.658,34.521,396.579,201.63,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.176,1.303,8.784,4.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1940,CHN,511303712.0,,,,,,,,,,,,,,,,,27.808,56.069,504.004,257.699,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.344,2.338,13.306,6.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1941,CHN,514134316.0,,,,,,,,,,,,,,,,,25.012,64.457,626.599,322.156,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333,0.907,14.997,7.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1942,CHN,516914309.0,,,,,,,,,,,,,,,,,5.325,17.153,656.413,339.309,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.228,1.791,18.382,9.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1943,CHN,519643036.0,,,,,,,,,,,,,,,,,-13.559,-46.007,564.429,293.302,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.934,-5.885,6.96,3.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1944,CHN,522386167.0,,,,,,,,,,,,,,,,,1.126,3.302,567.786,296.603,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.37,-1.279,4.475,2.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1945,CHN,525143778.0,,,,,,,,,,,,,,,,,-48.488,-143.817,290.942,152.786,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.935,-0.302,3.876,2.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1946,CHN,527915947.0,,,,,,,,,,,,,,,,,-37.828,-57.795,179.935,94.991,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,-1.221,1.542,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1947,CHN,530702750.0,,,,,,,,,,,,,,,,,7.319,6.952,192.09,101.943,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.714,-0.209,1.14,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1948,CHN,533504263.0,,,,,,,,,,,,,,,,,-29.182,-29.749,135.319,72.193,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.385,0.244,1.591,0.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1949,CHN,537916245.0,,,,,,,,,,,,,,,,,149.597,107.999,334.983,180.193,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.644,0.523,2.551,1.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1950,CHN,544044355.0,436905185000.0,,,,,,,,,,,,,,,,38.452,69.287,458.565,249.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.186,0.977,4.318,2.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1951,CHN,553758251.0,529606000000.0,,,,,,,,,,,,,,,,23.695,59.115,557.274,308.595,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.485,1.21,6.427,3.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1952,CHN,565131435.0,595648770000.0,,,,,,,,,,,,,,,,25.24,77.89,683.885,386.485,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.484,1.512,8.973,5.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1953,CHN,577557140.0,672668230000.0,,,,,,,,,,,,,,,,4.798,18.542,701.276,405.027,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.661,2.163,12.525,7.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1954,CHN,590113859.0,624480190000.0,,,,,,,,,,,,,,,,20.063,81.261,824.058,486.288,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.849,1.942,15.55,9.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1955,CHN,603547014.0,681084945000.0,,,,,,,,,,,,,,,,17.499,85.098,946.713,571.386,,,,,,,,,,,,,,,,,,,,,,,,,,1.325,2.195,1.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.433,2.059,18.614,11.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1956,CHN,616558585.0,738921885000.0,,,,,,,,,,,,,,,,12.269,70.101,1040.431,641.487,,,,,,,,,,,,,,,,,,,,,,,,,109.091,1.445,4.493,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.393,2.291,21.937,13.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1957,CHN,630356210.0,761702560000.0,,,,,,,,,,,,,,,,18.458,118.404,1205.494,759.891,,,,,,,,,,,,,,,,,,,,,,,,,43.478,1.204,6.305,3.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.537,3.454,26.937,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1958,CHN,644219478.0,766244655000.0,,,,,,,,,,,,,,,,106.533,809.531,2436.16,1569.422,,,,,,,,,,,,,,,,,,,,,,,,,19.697,0.783,7.384,4.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.069,9.351,40.872,26.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1959,CHN,652708211.0,743927585000.0,,,,,,,,,,,,,,,,28.815,452.226,3097.323,2021.648,,,,,,,,,,,,,,,,,,,,,,,,,16.456,0.783,8.488,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.428,16.701,65.927,43.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1960,CHN,654802068.0,705092990000.0,,,,,,,,,,,,,,,,20.759,419.675,3728.337,2441.323,,,,,,,,,,,,,,,,,,,,,,,,,14.13,0.783,9.656,6.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.649,20.934,97.686,63.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1961,CHN,655773484.0,577128420000.0,,,,,,,,,,,,,,,,-40.476,-988.155,2215.961,1453.168,,,,,,,,,,,,,,,,,,,,,,,,,12.381,0.783,10.835,7.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.727,8.141,109.956,72.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1962,CHN,665073690.0,616503020000.0,,,,,,,,,,,,,,,,0.0,0.0,2184.974,1453.168,,,,,,,,,,,,,,,,,,,,,,,,,11.017,0.783,11.861,7.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.677,6.978,118.91,79.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1963,CHN,684552646.0,705534390000.0,,,,,,,,,,,,,,,,0.0,0.0,2122.8,1453.168,,,,,,,,,,,,,,,,,,,,,,,,,9.924,0.783,12.667,8.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.294,8.141,127.419,87.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1964,CHN,704798263.0,804504960000.0,,,,,,,,,,,,,,,,16.0,232.507,2391.713,1685.675,,,,,,,,,,,,,,,,,,,,,,,,,9.028,0.783,13.414,9.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.333,11.63,140.26,98.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,1965,CHN,723415737.0,896126805000.0,,,0.0,0.0,,,,0.0,,,,1839.474,1330.705,,,3.103,52.314,2402.477,1737.99,,86.847,,,,,,,2123.529,1.714,,,,,2033.207,1470.854,,95.994,,,11.087,,,15.325,8.28,0.783,14.151,10.237,,0.724,,,,61.381,30.545,22.097,84.848,,4.006,,,61.381,30.545,22.097,84.848,,4.006,,,,,0.0,0.0,0.0,0.0,,0.0,,,129.063,,,178.407,33.059,32.68,181.825,131.535,,8.423,0.0,0.0,,,,0.0,,0.0,,,0.0,,1536.194,,,61.381,30.545,22.097,84.848,,4.006,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0
China,1966,CHN,742402206.0,927339400000.0,,0.0,0.0,0.0,,,,0.0,,6.974,92.807,1917.441,1423.512,,,9.365,162.755,2560.262,1900.744,,85.482,,,,,8.665,133.114,2248.522,1.8,8.972,131.964,,,2158.961,1602.817,,96.249,21.818,2.419,13.505,,,18.191,7.647,0.783,14.843,11.02,,0.811,,1.76,1.08,62.461,30.288,22.486,84.133,,3.751,1.76,1.08,62.461,30.288,22.486,84.133,,3.751,,,,0.0,0.0,0.0,0.0,0.0,,0.0,28.465,36.737,165.8,,,223.329,28.647,37.681,227.931,169.217,,9.956,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,1669.308,1.76,1.08,62.461,30.288,22.486,84.133,,3.751,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
China,1967,CHN,761026025.0,933378350000.0,,0.0,0.0,0.0,,,,0.0,,-11.111,-158.168,1662.682,1265.344,,,-30.581,-581.267,1733.813,1319.477,,84.492,,,,,-10.078,-168.24,1972.427,1.608,-9.924,-159.066,,,1897.112,1443.752,,96.405,8.955,1.209,14.715,,,19.336,7.104,0.783,15.509,11.802,,0.983,,-13.797,-8.618,53.843,25.47,19.383,70.751,,3.595,-13.797,-8.618,53.843,25.47,19.383,70.751,,3.595,,,,0.0,0.0,0.0,0.0,0.0,,0.0,-1.271,-2.107,163.693,,,215.095,-4.605,-7.792,212.114,161.424,,10.93,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,1501.068,-13.797,-8.618,53.843,25.47,19.383,70.751,,3.595,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
