Date,Country,Exchange rate
1984-01-19,India,10.73
1984-01-20,India,10.7
1984-01-23,India,10.74
1984-01-24,India,10.74
1984-01-25,India,10.75
1984-01-26,India,10.74
1984-01-27,India,10.75
1984-01-30,India,10.74
1984-01-31,India,10.76
1984-02-01,India,10.76
1984-02-02,India,10.76
1984-02-03,India,10.75
1984-02-06,India,10.76
1984-02-07,India,10.76
1984-02-08,India,10.76
1984-02-09,India,10.76
1984-02-10,India,10.77
1984-02-13,India,
1984-02-14,India,10.76
1984-02-15,India,10.75
1984-02-16,India,10.74
1984-02-17,India,10.73
1984-02-20,India,
1984-02-21,India,10.74
1984-02-22,India,10.74
1984-02-23,India,10.75
1984-02-24,India,10.71
1984-02-27,India,10.74
1984-02-28,India,10.7
1984-02-29,India,10.69
1984-03-01,India,10.68
1984-03-02,India,10.67
1984-03-05,India,10.67
1984-03-06,India,10.67
1984-03-07,India,10.67
1984-03-08,India,10.67
1984-03-09,India,10.69
1984-03-12,India,10.69
1984-03-13,India,10.7
1984-03-14,India,10.66
1984-03-15,India,10.68
1984-03-16,India,10.72
1984-03-19,India,10.76
1984-03-20,India,10.77
1984-03-21,India,10.78
1984-03-22,India,10.79
1984-03-23,India,10.77
1984-03-26,India,10.75
1984-03-27,India,10.73
1984-03-28,India,10.74
1984-03-29,India,10.7
1984-03-30,India,10.76
1984-04-02,India,10.76
1984-04-03,India,10.78
1984-04-04,India,10.77
1984-04-05,India,10.77
1984-04-06,India,10.77
1984-04-09,India,10.78
1984-04-10,India,10.8
1984-04-11,India,10.8
1984-04-12,India,10.8
1984-04-13,India,10.8
1984-04-16,India,10.82
1984-04-17,India,10.82
1984-04-18,India,10.81
1984-04-19,India,10.82
1984-04-20,India,10.82
1984-04-23,India,10.82
1984-04-24,India,10.87
1984-04-25,India,10.88
1984-04-26,India,10.89
1984-04-27,India,10.91
1984-04-30,India,10.93
1984-05-01,India,10.92
1984-05-02,India,10.94
1984-05-03,India,10.92
1984-05-04,India,10.93
1984-05-07,India,10.98
1984-05-08,India,11.0
1984-05-09,India,11.0
1984-05-10,India,11.1
1984-05-11,India,11.02
1984-05-14,India,11.06
1984-05-15,India,11.04
1984-05-16,India,11.02
1984-05-17,India,11.02
1984-05-18,India,11.03
1984-05-21,India,11.04
1984-05-22,India,11.04
1984-05-23,India,11.04
1984-05-24,India,11.06
1984-05-25,India,11.05
1984-05-28,India,
1984-05-29,India,11.07
1984-05-30,India,11.04
1984-05-31,India,11.05
1984-06-01,India,11.02
1984-06-04,India,10.98
1984-06-05,India,10.99
1984-06-06,India,10.98
1984-06-07,India,10.97
1984-06-08,India,10.99
1984-06-11,India,10.99
1984-06-12,India,11.0
1984-06-13,India,11.02
1984-06-14,India,11.02
1984-06-15,India,11.02
1984-06-18,India,11.04
1984-06-19,India,11.05
1984-06-20,India,11.07
1984-06-21,India,11.14
1984-06-22,India,11.12
1984-06-25,India,11.17
1984-06-26,India,11.18
1984-06-27,India,11.16
1984-06-28,India,11.21
1984-06-29,India,11.22
1984-07-02,India,11.22
1984-07-03,India,11.24
1984-07-04,India,
1984-07-05,India,11.25
1984-07-06,India,11.27
1984-07-09,India,11.29
1984-07-10,India,11.29
1984-07-11,India,11.32
1984-07-12,India,11.32
1984-07-13,India,11.32
1984-07-16,India,11.32
1984-07-17,India,11.35
1984-07-18,India,11.37
1984-07-19,India,11.4
1984-07-20,India,11.4
1984-07-23,India,11.49
1984-07-24,India,11.46
1984-07-25,India,11.47
1984-07-26,India,11.45
1984-07-27,India,11.5
1984-07-30,India,11.52
1984-07-31,India,11.55
1984-08-01,India,11.56
1984-08-02,India,11.56
1984-08-03,India,11.55
1984-08-06,India,11.5
1984-08-07,India,11.55
1984-08-08,India,11.56
1984-08-09,India,11.57
1984-08-10,India,11.52
1984-08-13,India,11.57
1984-08-14,India,11.56
1984-08-15,India,11.52
1984-08-16,India,11.56
1984-08-17,India,11.54
1984-08-20,India,11.55
1984-08-21,India,11.57
1984-08-22,India,11.58
1984-08-23,India,11.55
1984-08-24,India,11.55
1984-08-27,India,11.55
1984-08-28,India,11.58
1984-08-29,India,11.56
1984-08-30,India,11.58
1984-08-31,India,11.6
1984-09-03,India,
1984-09-04,India,11.72
1984-09-05,India,11.77
1984-09-06,India,11.78
1984-09-07,India,11.78
1984-09-10,India,11.79
1984-09-11,India,11.8
1984-09-12,India,11.78
1984-09-13,India,11.79
1984-09-14,India,11.82
1984-09-17,India,11.82
1984-09-18,India,12.0
1984-09-19,India,11.98
1984-09-20,India,11.96
1984-09-21,India,11.96
1984-09-24,India,11.84
1984-09-25,India,11.9
1984-09-26,India,11.96
1984-09-27,India,11.94
1984-09-28,India,11.92
1984-10-01,India,11.95
1984-10-02,India,11.92
1984-10-03,India,11.87
1984-10-04,India,11.9
1984-10-05,India,11.92
1984-10-08,India,
1984-10-09,India,11.98
1984-10-10,India,11.99
1984-10-11,India,11.99
1984-10-12,India,12.02
1984-10-15,India,12.02
1984-10-16,India,12.1
1984-10-17,India,12.11
1984-10-18,India,12.1
1984-10-19,India,12.04
1984-10-22,India,12.1
1984-10-23,India,12.06
1984-10-24,India,12.02
1984-10-25,India,12.02
1984-10-26,India,12.08
1984-10-29,India,12.13
1984-10-30,India,12.15
1984-10-31,India,12.12
1984-11-01,India,12.05
1984-11-02,India,11.97
1984-11-05,India,11.97
1984-11-06,India,
1984-11-07,India,12.01
1984-11-08,India,12.01
1984-11-09,India,12.0
1984-11-12,India,
1984-11-13,India,12.0
1984-11-14,India,12.04
1984-11-15,India,12.04
1984-11-16,India,12.06
1984-11-19,India,12.06
1984-11-20,India,12.09
1984-11-21,India,12.15
1984-11-22,India,
1984-11-23,India,12.15
1984-11-26,India,12.15
1984-11-27,India,12.15
1984-11-28,India,12.15
1984-11-29,India,12.15
1984-11-30,India,12.29
1984-12-03,India,12.29
1984-12-04,India,12.29
1984-12-05,India,12.29
1984-12-06,India,12.26
1984-12-07,India,12.26
1984-12-10,India,12.26
1984-12-11,India,12.26
1984-12-12,India,12.26
1984-12-13,India,12.26
1984-12-14,India,12.26
1984-12-17,India,12.26
1984-12-18,India,12.26
1984-12-19,India,12.26
1984-12-20,India,12.26
1984-12-21,India,12.32
1984-12-24,India,12.32
1984-12-25,India,
1984-12-26,India,12.32
1984-12-27,India,12.38
1984-12-28,India,12.4
1984-12-31,India,12.38
1985-01-01,India,
1985-01-02,India,12.38
1985-01-03,India,12.38
1985-01-04,India,12.5
1985-01-07,India,12.53
1985-01-08,India,12.56
1985-01-09,India,12.58
1985-01-10,India,12.62
1985-01-11,India,12.65
1985-01-14,India,12.63
1985-01-15,India,12.7
1985-01-16,India,12.67
1985-01-17,India,12.67
1985-01-18,India,12.67
1985-01-21,India,
1985-01-22,India,12.64
1985-01-23,India,12.64
1985-01-24,India,12.7
1985-01-25,India,12.65
1985-01-28,India,12.65
1985-01-29,India,12.65
1985-01-30,India,12.71
1985-01-31,India,12.67
1985-02-01,India,12.68
1985-02-04,India,12.75
1985-02-05,India,12.77
1985-02-06,India,12.81
1985-02-07,India,12.81
1985-02-08,India,12.84
1985-02-11,India,12.85
1985-02-12,India,
1985-02-13,India,12.95
1985-02-14,India,12.97
1985-02-15,India,12.89
1985-02-18,India,
1985-02-19,India,12.96
1985-02-20,India,12.98
1985-02-21,India,13.01
1985-02-22,India,13.07
1985-02-25,India,13.1
1985-02-26,India,13.22
1985-02-27,India,13.0
1985-02-28,India,12.93
1985-03-01,India,12.98
1985-03-04,India,13.08
1985-03-05,India,13.15
1985-03-06,India,13.16
1985-03-07,India,13.06
1985-03-08,India,13.16
1985-03-11,India,13.04
1985-03-12,India,12.92
1985-03-13,India,13.02
1985-03-14,India,13.06
1985-03-15,India,13.1
1985-03-18,India,13.0
1985-03-19,India,12.77
1985-03-20,India,12.6
1985-03-21,India,12.65
1985-03-22,India,12.66
1985-03-25,India,12.77
1985-03-26,India,12.81
1985-03-27,India,12.4
1985-03-28,India,12.5
1985-03-29,India,12.2
1985-04-01,India,12.38
1985-04-02,India,12.56
1985-04-03,India,12.4
1985-04-04,India,12.57
1985-04-05,India,12.57
1985-04-08,India,12.4
1985-04-09,India,12.57
1985-04-10,India,12.6
1985-04-11,India,12.45
1985-04-12,India,12.3
1985-04-15,India,12.25
1985-04-16,India,12.2
1985-04-17,India,12.17
1985-04-18,India,12.37
1985-04-19,India,12.17
1985-04-22,India,12.22
1985-04-23,India,12.32
1985-04-24,India,12.43
1985-04-25,India,12.45
1985-04-26,India,12.5
1985-04-29,India,12.5
1985-04-30,India,12.43
1985-05-01,India,12.55
1985-05-02,India,12.65
1985-05-03,India,12.62
1985-05-06,India,12.62
1985-05-07,India,12.6
1985-05-08,India,12.64
1985-05-09,India,12.54
1985-05-10,India,12.55
1985-05-13,India,12.55
1985-05-14,India,12.49
1985-05-15,India,12.39
1985-05-16,India,12.46
1985-05-17,India,12.48
1985-05-20,India,12.24
1985-05-21,India,12.36
1985-05-22,India,12.42
1985-05-23,India,12.47
1985-05-24,India,12.42
1985-05-27,India,
1985-05-28,India,12.52
1985-05-29,India,12.53
1985-05-30,India,12.44
1985-05-31,India,12.47
1985-06-03,India,12.39
1985-06-04,India,12.42
1985-06-05,India,12.44
1985-06-06,India,12.46
1985-06-07,India,12.47
1985-06-10,India,12.51
1985-06-11,India,12.54
1985-06-12,India,12.53
1985-06-13,India,12.54
1985-06-14,India,12.48
1985-06-17,India,12.49
1985-06-18,India,12.44
1985-06-19,India,12.32
1985-06-20,India,12.32
1985-06-21,India,12.42
1985-06-24,India,12.45
1985-06-25,India,12.39
1985-06-26,India,12.4
1985-06-27,India,12.4
1985-06-28,India,12.4
1985-07-01,India,12.3
1985-07-02,India,12.38
1985-07-03,India,12.37
1985-07-04,India,
1985-07-05,India,12.37
1985-07-08,India,12.32
1985-07-09,India,12.17
1985-07-10,India,12.02
1985-07-11,India,12.02
1985-07-12,India,12.02
1985-07-15,India,11.97
1985-07-16,India,11.94
1985-07-17,India,11.83
1985-07-18,India,11.82
1985-07-19,India,11.9
1985-07-22,India,12.02
1985-07-23,India,11.86
1985-07-24,India,11.98
1985-07-25,India,11.92
1985-07-26,India,11.98
1985-07-29,India,11.86
1985-07-30,India,11.84
1985-07-31,India,11.8
1985-08-01,India,11.86
1985-08-02,India,11.44
1985-08-05,India,11.95
1985-08-06,India,11.98
1985-08-07,India,12.08
1985-08-08,India,12.0
1985-08-09,India,12.02
1985-08-12,India,11.94
1985-08-13,India,11.9
1985-08-14,India,11.96
1985-08-15,India,11.89
1985-08-16,India,11.82
1985-08-19,India,11.83
1985-08-20,India,11.88
1985-08-21,India,11.92
1985-08-22,India,11.83
1985-08-23,India,11.92
1985-08-26,India,11.92
1985-08-27,India,11.87
1985-08-28,India,11.88
1985-08-29,India,11.9
1985-08-30,India,11.96
1985-09-02,India,
1985-09-03,India,12.06
1985-09-04,India,12.08
1985-09-05,India,12.1
1985-09-06,India,12.22
1985-09-09,India,12.4
1985-09-10,India,12.33
1985-09-11,India,12.32
1985-09-12,India,12.44
1985-09-13,India,12.25
1985-09-16,India,12.3
1985-09-17,India,12.28
1985-09-18,India,12.31
1985-09-19,India,12.3
1985-09-20,India,12.22
1985-09-23,India,11.8
1985-09-24,India,11.85
1985-09-25,India,11.88
1985-09-26,India,11.7
1985-09-27,India,11.7
1985-09-30,India,11.97
1985-10-01,India,11.92
1985-10-02,India,11.87
1985-10-03,India,11.97
1985-10-04,India,11.95
1985-10-07,India,12.06
1985-10-08,India,12.05
1985-10-09,India,12.06
1985-10-10,India,12.08
1985-10-11,India,12.09
1985-10-14,India,
1985-10-15,India,12.09
1985-10-16,India,12.1
1985-10-17,India,12.08
1985-10-18,India,12.09
1985-10-21,India,12.03
1985-10-22,India,12.04
1985-10-23,India,12.01
1985-10-24,India,12.0
1985-10-25,India,12.04
1985-10-28,India,12.02
1985-10-29,India,12.07
1985-10-30,India,12.06
1985-10-31,India,12.05
1985-11-01,India,12.07
1985-11-04,India,12.06
1985-11-05,India,12.06
1985-11-06,India,12.08
1985-11-07,India,12.08
1985-11-08,India,12.19
1985-11-11,India,
1985-11-12,India,12.17
1985-11-13,India,12.16
1985-11-14,India,12.16
1985-11-15,India,12.14
1985-11-18,India,12.18
1985-11-19,India,12.12
1985-11-20,India,12.13
1985-11-21,India,12.07
1985-11-22,India,12.08
1985-11-25,India,12.03
1985-11-26,India,12.07
1985-11-27,India,12.02
1985-11-28,India,
1985-11-29,India,12.05
1985-12-02,India,12.04
1985-12-03,India,12.07
1985-12-04,India,12.07
1985-12-05,India,12.07
1985-12-06,India,12.1
1985-12-09,India,12.19
1985-12-10,India,12.2
1985-12-11,India,12.2
1985-12-12,India,12.18
1985-12-13,India,12.17
1985-12-16,India,12.17
1985-12-17,India,12.15
1985-12-18,India,12.19
1985-12-19,India,12.2
1985-12-20,India,12.19
1985-12-23,India,12.19
1985-12-24,India,12.21
1985-12-25,India,
1985-12-26,India,12.21
1985-12-27,India,12.19
1985-12-30,India,12.1
1985-12-31,India,12.11
1986-01-01,India,
1986-01-02,India,12.05
1986-01-03,India,12.12
1986-01-06,India,12.17
1986-01-07,India,12.13
1986-01-08,India,12.16
1986-01-09,India,12.19
1986-01-10,India,12.09
1986-01-13,India,12.18
1986-01-14,India,12.2
1986-01-15,India,12.21
1986-01-16,India,12.2
1986-01-17,India,12.22
1986-01-20,India,
1986-01-21,India,12.31
1986-01-22,India,12.38
1986-01-23,India,12.38
1986-01-24,India,12.37
1986-01-27,India,12.44
1986-01-28,India,12.34
1986-01-29,India,12.33
1986-01-30,India,12.3
1986-01-31,India,12.34
1986-02-03,India,12.45
1986-02-04,India,12.55
1986-02-05,India,12.49
1986-02-06,India,12.47
1986-02-07,India,12.53
1986-02-10,India,12.52
1986-02-11,India,12.49
1986-02-12,India,12.44
1986-02-13,India,12.43
1986-02-14,India,12.44
1986-02-17,India,
1986-02-18,India,12.4
1986-02-19,India,12.29
1986-02-20,India,12.24
1986-02-21,India,12.37
1986-02-24,India,12.26
1986-02-25,India,12.12
1986-02-26,India,12.13
1986-02-27,India,12.14
1986-02-28,India,12.27
1986-03-03,India,12.34
1986-03-04,India,12.23
1986-03-05,India,12.22
1986-03-06,India,12.27
1986-03-07,India,12.83
1986-03-10,India,12.25
1986-03-11,India,12.35
1986-03-12,India,12.2
1986-03-13,India,12.3
1986-03-14,India,12.25
1986-03-17,India,12.24
1986-03-18,India,12.23
1986-03-19,India,12.24
1986-03-20,India,12.17
1986-03-21,India,12.17
1986-03-24,India,12.19
1986-03-25,India,12.33
1986-03-26,India,12.33
1986-03-27,India,12.31
1986-03-28,India,12.31
1986-03-31,India,12.31
1986-04-01,India,12.43
1986-04-02,India,12.42
1986-04-03,India,12.44
1986-04-04,India,12.49
1986-04-07,India,12.54
1986-04-08,India,12.5
1986-04-09,India,12.56
1986-04-10,India,12.55
1986-04-11,India,12.48
1986-04-14,India,12.45
1986-04-15,India,12.49
1986-04-16,India,12.41
1986-04-17,India,12.34
1986-04-18,India,12.28
1986-04-21,India,12.36
1986-04-22,India,12.3
1986-04-23,India,12.29
1986-04-24,India,12.22
1986-04-25,India,12.28
1986-04-28,India,12.25
1986-04-29,India,12.27
1986-04-30,India,12.3
1986-05-01,India,12.35
1986-05-02,India,12.44
1986-05-05,India,12.44
1986-05-06,India,12.37
1986-05-07,India,12.34
1986-05-08,India,12.3
1986-05-09,India,12.36
1986-05-12,India,12.32
1986-05-13,India,12.32
1986-05-14,India,12.38
1986-05-15,India,12.36
1986-05-16,India,12.43
1986-05-19,India,12.46
1986-05-20,India,12.42
1986-05-21,India,12.5
1986-05-22,India,12.57
1986-05-23,India,12.64
1986-05-26,India,
1986-05-27,India,12.69
1986-05-28,India,12.63
1986-05-29,India,12.69
1986-05-30,India,12.77
1986-06-02,India,12.87
1986-06-03,India,12.7
1986-06-04,India,12.67
1986-06-05,India,12.69
1986-06-06,India,12.58
1986-06-09,India,12.63
1986-06-10,India,12.55
1986-06-11,India,12.44
1986-06-12,India,12.48
1986-06-13,India,12.59
1986-06-16,India,12.53
1986-06-17,India,12.62
1986-06-18,India,12.62
1986-06-19,India,12.62
1986-06-20,India,12.65
1986-06-23,India,12.71
1986-06-24,India,12.58
1986-06-25,India,12.52
1986-06-26,India,12.56
1986-06-27,India,12.54
1986-06-30,India,12.42
1986-07-01,India,12.4
1986-07-02,India,12.42
1986-07-03,India,12.36
1986-07-04,India,
1986-07-07,India,12.35
1986-07-08,India,12.37
1986-07-09,India,12.45
1986-07-10,India,12.48
1986-07-11,India,12.51
1986-07-14,India,12.62
1986-07-15,India,12.54
1986-07-16,India,12.47
1986-07-17,India,12.53
1986-07-18,India,12.59
1986-07-21,India,12.59
1986-07-22,India,12.56
1986-07-23,India,12.57
1986-07-24,India,12.53
1986-07-25,India,12.54
1986-07-28,India,12.58
1986-07-29,India,12.56
1986-07-30,India,12.57
1986-07-31,India,12.58
1986-08-01,India,12.58
1986-08-04,India,12.59
1986-08-05,India,12.53
1986-08-06,India,12.55
1986-08-07,India,12.57
1986-08-08,India,12.56
1986-08-11,India,12.54
1986-08-12,India,12.55
1986-08-13,India,12.58
1986-08-14,India,12.57
1986-08-15,India,12.55
1986-08-18,India,12.59
1986-08-19,India,12.61
1986-08-20,India,12.57
1986-08-21,India,12.59
1986-08-22,India,12.57
1986-08-25,India,12.57
1986-08-26,India,12.56
1986-08-27,India,12.58
1986-08-28,India,12.55
1986-08-29,India,12.54
1986-09-01,India,
1986-09-02,India,12.57
1986-09-03,India,12.58
1986-09-04,India,12.57
1986-09-05,India,12.57
1986-09-08,India,12.61
1986-09-09,India,12.62
1986-09-10,India,12.62
1986-09-11,India,12.64
1986-09-12,India,12.67
1986-09-15,India,12.7
1986-09-16,India,12.7
1986-09-17,India,12.72
1986-09-18,India,12.67
1986-09-19,India,12.68
1986-09-22,India,12.73
1986-09-23,India,12.75
1986-09-24,India,12.72
1986-09-25,India,12.74
1986-09-26,India,12.78
1986-09-29,India,12.78
1986-09-30,India,12.77
1986-10-01,India,12.8
1986-10-02,India,12.81
1986-10-03,India,12.77
1986-10-06,India,12.77
1986-10-07,India,12.77
1986-10-08,India,12.81
1986-10-09,India,12.78
1986-10-10,India,12.81
1986-10-13,India,
1986-10-14,India,12.76
1986-10-15,India,12.79
1986-10-16,India,12.81
1986-10-17,India,12.84
1986-10-20,India,12.83
1986-10-21,India,12.84
1986-10-22,India,12.86
1986-10-23,India,12.91
1986-10-24,India,12.96
1986-10-27,India,12.97
1986-10-28,India,12.92
1986-10-29,India,12.93
1986-10-30,India,12.95
1986-10-31,India,12.98
1986-11-03,India,12.95
1986-11-04,India,12.96
1986-11-05,India,12.94
1986-11-06,India,12.99
1986-11-07,India,13.01
1986-11-10,India,13.01
1986-11-11,India,
1986-11-12,India,13.09
1986-11-13,India,13.13
1986-11-14,India,13.1
1986-11-17,India,13.11
1986-11-18,India,13.15
1986-11-19,India,13.15
1986-11-20,India,13.15
1986-11-21,India,13.16
1986-11-24,India,13.14
1986-11-25,India,13.12
1986-11-26,India,13.11
1986-11-27,India,
1986-11-28,India,13.1
1986-12-01,India,13.13
1986-12-02,India,13.14
1986-12-03,India,13.14
1986-12-04,India,13.14
1986-12-05,India,13.16
1986-12-08,India,13.18
1986-12-09,India,13.18
1986-12-10,India,13.16
1986-12-11,India,13.18
1986-12-12,India,13.17
1986-12-15,India,13.14
1986-12-16,India,13.17
1986-12-17,India,13.18
1986-12-18,India,13.15
1986-12-19,India,13.16
1986-12-22,India,13.13
1986-12-23,India,13.12
1986-12-24,India,13.13
1986-12-25,India,
1986-12-26,India,13.13
1986-12-29,India,13.13
1986-12-30,India,13.13
1986-12-31,India,13.12
1987-01-01,India,
1987-01-02,India,13.02
1987-01-05,India,13.05
1987-01-06,India,13.05
1987-01-07,India,13.05
1987-01-08,India,13.08
1987-01-09,India,13.05
1987-01-12,India,13.02
1987-01-13,India,13.04
1987-01-14,India,13.02
1987-01-15,India,13.01
1987-01-16,India,13.0
1987-01-19,India,
1987-01-20,India,13.05
1987-01-21,India,13.07
1987-01-22,India,13.02
1987-01-23,India,13.04
1987-01-26,India,13.02
1987-01-27,India,13.04
1987-01-28,India,12.95
1987-01-29,India,12.97
1987-01-30,India,13.04
1987-02-02,India,13.06
1987-02-03,India,13.02
1987-02-04,India,13.03
1987-02-05,India,13.12
1987-02-06,India,13.19
1987-02-09,India,13.13
1987-02-10,India,13.05
1987-02-11,India,13.04
1987-02-12,India,13.03
1987-02-13,India,13.05
1987-02-16,India,
1987-02-17,India,13.04
1987-02-18,India,13.04
1987-02-19,India,13.09
1987-02-20,India,13.08
1987-02-23,India,13.03
1987-02-24,India,13.04
1987-02-25,India,13.04
1987-02-26,India,13.05
1987-02-27,India,13.05
1987-03-02,India,13.02
1987-03-03,India,13.02
1987-03-04,India,13.03
1987-03-05,India,13.02
1987-03-06,India,12.98
1987-03-09,India,12.95
1987-03-10,India,12.97
1987-03-11,India,12.92
1987-03-12,India,12.93
1987-03-13,India,12.99
1987-03-16,India,12.99
1987-03-17,India,12.92
1987-03-18,India,12.85
1987-03-19,India,12.86
1987-03-20,India,12.88
1987-03-23,India,12.8
1987-03-24,India,12.79
1987-03-25,India,12.82
1987-03-26,India,12.9
1987-03-27,India,12.89
1987-03-30,India,12.85
1987-03-31,India,12.94
1987-04-01,India,12.94
1987-04-02,India,13.0
1987-04-03,India,12.88
1987-04-06,India,12.85
1987-04-07,India,12.85
1987-04-08,India,12.87
1987-04-09,India,12.85
1987-04-10,India,12.82
1987-04-13,India,12.86
1987-04-14,India,12.8
1987-04-15,India,12.83
1987-04-16,India,12.86
1987-04-17,India,12.84
1987-04-20,India,12.86
1987-04-21,India,12.8
1987-04-22,India,12.82
1987-04-23,India,12.8
1987-04-24,India,12.7
1987-04-27,India,12.63
1987-04-28,India,12.69
1987-04-29,India,12.72
1987-04-30,India,12.65
1987-05-01,India,12.63
1987-05-04,India,12.63
1987-05-05,India,12.61
1987-05-06,India,12.57
1987-05-07,India,12.59
1987-05-08,India,12.59
1987-05-11,India,12.66
1987-05-12,India,12.7
1987-05-13,India,12.7
1987-05-14,India,12.65
1987-05-15,India,12.62
1987-05-18,India,12.61
1987-05-19,India,12.59
1987-05-20,India,12.59
1987-05-21,India,12.63
1987-05-22,India,12.63
1987-05-25,India,
1987-05-26,India,12.74
1987-05-27,India,12.89
1987-05-28,India,12.85
1987-05-29,India,12.84
1987-06-01,India,12.89
1987-06-02,India,12.8
1987-06-03,India,12.81
1987-06-04,India,12.84
1987-06-05,India,12.83
1987-06-08,India,12.81
1987-06-09,India,12.75
1987-06-10,India,12.72
1987-06-11,India,12.72
1987-06-12,India,12.75
1987-06-15,India,12.86
1987-06-16,India,12.85
1987-06-17,India,12.85
1987-06-18,India,12.84
1987-06-19,India,12.85
1987-06-22,India,12.91
1987-06-23,India,12.93
1987-06-24,India,12.82
1987-06-25,India,12.87
1987-06-26,India,12.88
1987-06-29,India,12.94
1987-06-30,India,12.89
1987-07-01,India,12.87
1987-07-02,India,12.9
1987-07-03,India,12.89
1987-07-06,India,12.9
1987-07-07,India,12.9
1987-07-08,India,12.94
1987-07-09,India,12.94
1987-07-10,India,13.0
1987-07-13,India,12.99
1987-07-14,India,13.03
1987-07-15,India,12.96
1987-07-16,India,12.99
1987-07-17,India,13.04
1987-07-20,India,13.1
1987-07-21,India,13.11
1987-07-22,India,13.1
1987-07-23,India,13.05
1987-07-24,India,13.08
1987-07-27,India,13.09
1987-07-28,India,13.11
1987-07-29,India,13.08
1987-07-30,India,13.11
1987-07-31,India,13.11
1987-08-03,India,13.12
1987-08-04,India,13.15
1987-08-05,India,13.09
1987-08-06,India,13.09
1987-08-07,India,13.12
1987-08-10,India,13.11
1987-08-11,India,13.11
1987-08-12,India,13.1
1987-08-13,India,13.09
1987-08-14,India,13.1
1987-08-17,India,13.09
1987-08-18,India,13.04
1987-08-19,India,13.08
1987-08-20,India,13.07
1987-08-21,India,13.06
1987-08-24,India,13.06
1987-08-25,India,13.07
1987-08-26,India,13.09
1987-08-27,India,13.05
1987-08-28,India,13.05
1987-08-31,India,13.05
1987-09-01,India,12.98
1987-09-02,India,12.95
1987-09-03,India,12.94
1987-09-04,India,12.93
1987-09-07,India,
1987-09-08,India,12.9
1987-09-09,India,12.92
1987-09-10,India,12.96
1987-09-11,India,12.95
1987-09-14,India,13.0
1987-09-15,India,13.0
1987-09-16,India,12.99
1987-09-17,India,12.98
1987-09-18,India,12.95
1987-09-21,India,12.96
1987-09-22,India,13.0
1987-09-23,India,13.04
1987-09-24,India,13.03
1987-09-25,India,13.07
1987-09-28,India,13.07
1987-09-29,India,13.13
1987-09-30,India,13.11
1987-10-01,India,13.11
1987-10-02,India,13.08
1987-10-05,India,13.1
1987-10-06,India,13.06
1987-10-07,India,13.06
1987-10-08,India,13.08
1987-10-09,India,13.06
1987-10-12,India,
1987-10-13,India,13.08
1987-10-14,India,13.05
1987-10-15,India,13.05
1987-10-16,India,13.07
1987-10-19,India,12.99
1987-10-20,India,13.03
1987-10-21,India,13.06
1987-10-22,India,13.04
1987-10-23,India,13.02
1987-10-26,India,12.99
1987-10-27,India,12.99
1987-10-28,India,12.99
1987-10-29,India,13.0
1987-10-30,India,12.99
1987-11-02,India,13.0
1987-11-03,India,13.01
1987-11-04,India,12.99
1987-11-05,India,12.93
1987-11-06,India,12.9
1987-11-09,India,12.88
1987-11-10,India,12.86
1987-11-11,India,
1987-11-12,India,13.04
1987-11-13,India,13.01
1987-11-16,India,13.14
1987-11-17,India,13.04
1987-11-18,India,13.0
1987-11-19,India,12.96
1987-11-20,India,12.92
1987-11-23,India,12.95
1987-11-24,India,13.02
1987-11-25,India,13.0
1987-11-26,India,
1987-11-27,India,12.93
1987-11-30,India,12.89
1987-12-01,India,12.94
1987-12-02,India,12.97
1987-12-03,India,12.98
1987-12-04,India,12.95
1987-12-07,India,13.0
1987-12-08,India,13.05
1987-12-09,India,12.99
1987-12-10,India,12.94
1987-12-11,India,12.94
1987-12-14,India,12.89
1987-12-15,India,12.91
1987-12-16,India,12.95
1987-12-17,India,12.9
1987-12-18,India,12.9
1987-12-21,India,12.94
1987-12-22,India,12.96
1987-12-23,India,13.0
1987-12-24,India,13.0
1987-12-25,India,
1987-12-28,India,12.92
1987-12-29,India,12.82
1987-12-30,India,12.86
1987-12-31,India,12.75
1988-01-01,India,
1988-01-04,India,12.88
1988-01-05,India,12.99
1988-01-06,India,13.1
1988-01-07,India,13.05
1988-01-08,India,13.09
1988-01-11,India,13.02
1988-01-12,India,13.03
1988-01-13,India,12.99
1988-01-14,India,13.06
1988-01-15,India,13.13
1988-01-18,India,
1988-01-19,India,13.08
1988-01-20,India,13.04
1988-01-21,India,12.99
1988-01-22,India,13.03
1988-01-25,India,13.05
1988-01-26,India,13.04
1988-01-27,India,13.05
1988-01-28,India,13.05
1988-01-29,India,13.08
1988-02-01,India,13.1
1988-02-02,India,13.1
1988-02-03,India,13.03
1988-02-04,India,13.07
1988-02-05,India,13.06
1988-02-08,India,13.11
1988-02-09,India,13.11
1988-02-10,India,13.06
1988-02-11,India,13.04
1988-02-12,India,13.11
1988-02-15,India,
1988-02-16,India,13.09
1988-02-17,India,13.08
1988-02-18,India,13.07
1988-02-19,India,13.07
1988-02-22,India,13.03
1988-02-23,India,13.03
1988-02-24,India,13.03
1988-02-25,India,13.03
1988-02-26,India,13.02
1988-02-29,India,13.06
1988-03-01,India,13.06
1988-03-02,India,13.06
1988-03-03,India,13.07
1988-03-04,India,13.07
1988-03-07,India,12.97
1988-03-08,India,12.85
1988-03-09,India,12.87
1988-03-10,India,12.93
1988-03-11,India,12.9
1988-03-14,India,12.89
1988-03-15,India,12.92
1988-03-16,India,12.93
