Date,Country,Exchange rate
1973-01-02,India,8.02
1973-01-03,India,8.02
1973-01-04,India,8.0
1973-01-05,India,8.01
1973-01-08,India,8.0
1973-01-09,India,8.0
1973-01-10,India,8.0
1973-01-11,India,8.0
1973-01-12,India,8.0
1973-01-15,India,8.0
1973-01-16,India,8.01
1973-01-17,India,8.01
1973-01-18,India,8.01
1973-01-19,India,8.0
1973-01-22,India,8.0
1973-01-23,India,8.0
1973-01-24,India,8.0
1973-01-25,India,8.0
1973-01-26,India,8.0
1973-01-29,India,8.01
1973-01-30,India,8.0
1973-01-31,India,8.0
1973-02-01,India,8.0
1973-02-02,India,8.0
1973-02-05,India,7.97
1973-02-06,India,8.0
1973-02-07,India,8.0
1973-02-08,India,8.01
1973-02-09,India,8.01
1973-02-12,India,
1973-02-13,India,
1973-02-14,India,
1973-02-15,India,7.58
1973-02-16,India,7.58
1973-02-19,India,
1973-02-20,India,7.58
1973-02-21,India,7.58
1973-02-22,India,7.58
1973-02-23,India,7.58
1973-02-26,India,7.55
1973-02-27,India,7.52
1973-02-28,India,7.52
1973-03-01,India,7.55
1973-03-02,India,
1973-03-05,India,
1973-03-06,India,7.35
1973-03-07,India,7.19
1973-03-08,India,7.25
1973-03-09,India,7.55
1973-03-12,India,7.52
1973-03-13,India,7.52
1973-03-14,India,7.94
1973-03-15,India,7.52
1973-03-16,India,7.81
1973-03-19,India,7.6
1973-03-20,India,7.58
1973-03-21,India,7.58
1973-03-22,India,7.58
1973-03-23,India,7.58
1973-03-26,India,7.58
1973-03-27,India,7.55
1973-03-28,India,7.55
1973-03-29,India,7.58
1973-03-30,India,7.55
1973-04-02,India,7.58
1973-04-03,India,7.55
1973-04-04,India,7.55
1973-04-05,India,7.55
1973-04-06,India,7.55
1973-04-09,India,7.55
1973-04-10,India,7.55
1973-04-11,India,7.52
1973-04-12,India,7.5
1973-04-13,India,7.52
1973-04-16,India,7.52
1973-04-17,India,7.55
1973-04-18,India,7.55
1973-04-19,India,7.55
1973-04-20,India,7.55
1973-04-23,India,7.55
1973-04-24,India,7.56
1973-04-25,India,7.55
1973-04-26,India,7.56
1973-04-27,India,7.58
1973-04-30,India,7.53
1973-05-01,India,7.54
1973-05-02,India,7.52
1973-05-03,India,7.55
1973-05-04,India,7.55
1973-05-07,India,7.55
1973-05-08,India,7.55
1973-05-09,India,7.52
1973-05-10,India,7.52
1973-05-11,India,7.52
1973-05-14,India,7.46
1973-05-15,India,7.46
1973-05-16,India,7.49
1973-05-17,India,7.52
1973-05-18,India,7.52
1973-05-21,India,7.52
1973-05-22,India,7.52
1973-05-23,India,7.52
1973-05-24,India,7.46
1973-05-25,India,7.41
1973-05-28,India,
1973-05-29,India,7.4
1973-05-30,India,7.35
1973-05-31,India,7.39
1973-06-01,India,7.25
1973-06-04,India,7.22
1973-06-05,India,7.22
1973-06-06,India,7.27
1973-06-07,India,7.25
1973-06-08,India,7.3
1973-06-11,India,7.3
1973-06-12,India,7.33
1973-06-13,India,7.33
1973-06-14,India,7.26
1973-06-15,India,7.3
1973-06-18,India,7.25
1973-06-19,India,7.25
1973-06-20,India,7.25
1973-06-21,India,7.25
1973-06-22,India,7.3
1973-06-25,India,7.27
1973-06-26,India,7.27
1973-06-27,India,7.27
1973-06-28,India,7.27
1973-06-29,India,7.3
1973-07-02,India,7.3
1973-07-03,India,7.27
1973-07-04,India,
1973-07-05,India,7.27
1973-07-06,India,7.3
1973-07-09,India,7.3
1973-07-10,India,7.3
1973-07-11,India,7.3
1973-07-12,India,7.25
1973-07-13,India,7.3
1973-07-16,India,7.3
1973-07-17,India,7.27
1973-07-18,India,7.27
1973-07-19,India,7.27
1973-07-20,India,7.41
1973-07-23,India,7.41
1973-07-24,India,7.46
1973-07-25,India,7.46
1973-07-26,India,7.46
1973-07-27,India,7.49
1973-07-30,India,7.49
1973-07-31,India,7.49
1973-08-01,India,7.49
1973-08-02,India,7.49
1973-08-03,India,7.49
1973-08-06,India,7.52
1973-08-07,India,7.52
1973-08-08,India,7.46
1973-08-09,India,7.49
1973-08-10,India,7.49
1973-08-13,India,7.62
1973-08-14,India,7.58
1973-08-15,India,7.6
1973-08-16,India,7.58
1973-08-17,India,7.66
1973-08-20,India,7.66
1973-08-21,India,7.66
1973-08-22,India,7.6
1973-08-23,India,7.6
1973-08-24,India,7.6
1973-08-27,India,7.58
1973-08-28,India,7.58
1973-08-29,India,7.55
1973-08-30,India,7.58
1973-08-31,India,7.58
1973-09-03,India,
1973-09-04,India,7.58
1973-09-05,India,7.55
1973-09-06,India,7.58
1973-09-07,India,7.58
1973-09-10,India,7.6
1973-09-11,India,7.6
1973-09-12,India,7.75
1973-09-13,India,7.78
1973-09-14,India,7.78
1973-09-17,India,7.75
1973-09-18,India,7.78
1973-09-19,India,7.75
1973-09-20,India,7.75
1973-09-21,India,7.75
1973-09-24,India,7.72
1973-09-25,India,7.75
1973-09-26,India,7.75
1973-09-27,India,7.75
1973-09-28,India,7.75
1973-10-01,India,7.72
1973-10-02,India,7.78
1973-10-03,India,7.78
1973-10-04,India,7.78
1973-10-05,India,7.78
1973-10-08,India,
1973-10-09,India,7.78
1973-10-10,India,7.75
1973-10-11,India,7.75
1973-10-12,India,7.75
1973-10-15,India,7.78
1973-10-16,India,7.72
1973-10-17,India,7.69
1973-10-18,India,7.69
1973-10-19,India,7.69
1973-10-22,India,
1973-10-23,India,7.69
1973-10-24,India,7.69
1973-10-25,India,7.69
1973-10-26,India,7.69
1973-10-29,India,7.69
1973-10-30,India,7.69
1973-10-31,India,7.69
1973-11-01,India,7.68
1973-11-02,India,7.68
1973-11-05,India,7.7
1973-11-06,India,
1973-11-07,India,7.76
1973-11-08,India,7.76
1973-11-09,India,7.78
1973-11-12,India,7.69
1973-11-13,India,7.69
1973-11-14,India,7.69
1973-11-15,India,7.69
1973-11-16,India,7.86
1973-11-19,India,7.86
1973-11-20,India,7.83
1973-11-21,India,7.83
1973-11-22,India,
1973-11-23,India,8.0
1973-11-26,India,8.0
1973-11-27,India,8.0
1973-11-28,India,8.06
1973-11-29,India,8.06
1973-11-30,India,8.06
1973-12-03,India,8.03
1973-12-04,India,8.03
1973-12-05,India,8.03
1973-12-06,India,8.06
1973-12-07,India,8.06
1973-12-10,India,8.06
1973-12-11,India,8.06
1973-12-12,India,8.13
1973-12-13,India,8.13
1973-12-14,India,8.13
1973-12-17,India,8.2
1973-12-18,India,8.2
1973-12-19,India,8.12
1973-12-20,India,8.12
1973-12-21,India,8.12
1973-12-24,India,8.12
1973-12-25,India,
1973-12-26,India,8.12
1973-12-27,India,8.16
1973-12-28,India,8.16
1973-12-31,India,8.16
1974-01-01,India,
1974-01-02,India,8.16
1974-01-03,India,8.21
1974-01-04,India,8.21
1974-01-07,India,8.21
1974-01-08,India,8.4
1974-01-09,India,8.4
1974-01-10,India,8.4
1974-01-11,India,8.4
1974-01-14,India,8.36
1974-01-15,India,8.36
1974-01-16,India,8.36
1974-01-17,India,8.36
1974-01-18,India,8.58
1974-01-21,India,8.58
1974-01-22,India,8.58
1974-01-23,India,8.62
1974-01-24,India,8.62
1974-01-25,India,8.62
1974-01-28,India,8.55
1974-01-29,India,8.55
1974-01-30,India,8.55
1974-01-31,India,8.55
1974-02-01,India,8.23
1974-02-04,India,8.23
1974-02-05,India,8.23
1974-02-06,India,8.23
1974-02-07,India,8.23
1974-02-08,India,8.37
1974-02-11,India,8.37
1974-02-12,India,
1974-02-13,India,8.33
1974-02-14,India,8.33
1974-02-15,India,8.23
1974-02-18,India,
1974-02-19,India,8.23
1974-02-20,India,8.23
1974-02-21,India,8.2
1974-02-22,India,8.2
1974-02-25,India,8.2
1974-02-26,India,8.2
1974-02-27,India,8.2
1974-02-28,India,8.16
1974-03-01,India,8.2
1974-03-04,India,8.2
1974-03-05,India,8.2
1974-03-06,India,8.2
1974-03-07,India,8.08
1974-03-08,India,8.1
1974-03-11,India,8.1
1974-03-12,India,8.1
1974-03-13,India,8.1
1974-03-14,India,8.1
1974-03-15,India,8.03
1974-03-18,India,8.03
1974-03-19,India,8.03
1974-03-20,India,8.03
1974-03-21,India,8.03
1974-03-22,India,7.97
1974-03-25,India,7.97
1974-03-26,India,7.97
1974-03-27,India,7.97
1974-03-28,India,7.97
1974-03-29,India,7.81
1974-04-01,India,7.81
1974-04-02,India,7.81
1974-04-03,India,7.81
1974-04-04,India,7.81
1974-04-05,India,7.84
1974-04-08,India,7.84
1974-04-09,India,7.84
1974-04-10,India,7.81
1974-04-11,India,7.81
1974-04-12,India,7.97
1974-04-15,India,7.97
1974-04-16,India,8.0
1974-04-17,India,7.97
1974-04-18,India,7.97
1974-04-19,India,7.87
1974-04-22,India,7.87
1974-04-23,India,7.87
1974-04-24,India,7.87
1974-04-25,India,7.87
1974-04-26,India,7.81
1974-04-29,India,7.81
1974-04-30,India,7.81
1974-05-01,India,7.81
1974-05-02,India,7.81
1974-05-03,India,7.75
1974-05-06,India,7.75
1974-05-07,India,7.87
1974-05-08,India,7.75
1974-05-09,India,7.75
1974-05-10,India,7.72
1974-05-13,India,7.72
1974-05-14,India,7.72
1974-05-15,India,7.72
1974-05-16,India,7.72
1974-05-17,India,7.81
1974-05-20,India,7.81
1974-05-21,India,7.84
1974-05-22,India,7.81
1974-05-23,India,7.81
1974-05-24,India,7.81
1974-05-27,India,
1974-05-28,India,7.81
1974-05-29,India,7.81
1974-05-30,India,7.81
1974-05-31,India,7.87
1974-06-03,India,7.87
1974-06-04,India,7.87
1974-06-05,India,7.87
1974-06-06,India,7.87
1974-06-07,India,7.81
1974-06-10,India,7.81
1974-06-11,India,7.81
1974-06-12,India,7.81
1974-06-13,India,7.81
1974-06-14,India,7.87
1974-06-17,India,7.87
1974-06-18,India,7.87
1974-06-19,India,7.87
1974-06-20,India,7.87
1974-06-21,India,7.87
1974-06-24,India,7.87
1974-06-25,India,7.87
1974-06-26,India,7.81
1974-06-27,India,7.81
1974-06-28,India,7.87
1974-07-01,India,7.81
1974-07-02,India,7.81
1974-07-03,India,7.81
1974-07-04,India,
1974-07-05,India,7.87
1974-07-08,India,7.81
1974-07-09,India,7.81
1974-07-10,India,7.81
1974-07-11,India,7.81
1974-07-12,India,7.87
1974-07-15,India,7.81
1974-07-16,India,7.81
1974-07-17,India,7.81
1974-07-18,India,7.81
1974-07-19,India,7.87
1974-07-22,India,7.81
1974-07-23,India,7.87
1974-07-24,India,7.84
1974-07-25,India,7.84
1974-07-26,India,7.87
1974-07-29,India,7.87
1974-07-30,India,7.87
1974-07-31,India,7.87
1974-08-01,India,7.81
1974-08-02,India,7.81
1974-08-05,India,7.87
1974-08-06,India,7.87
1974-08-07,India,7.87
1974-08-08,India,7.87
1974-08-09,India,7.94
1974-08-12,India,7.94
1974-08-13,India,7.94
1974-08-14,India,7.94
1974-08-15,India,7.94
1974-08-16,India,8.06
1974-08-19,India,8.06
1974-08-20,India,8.06
1974-08-21,India,8.06
1974-08-22,India,8.06
1974-08-23,India,8.06
1974-08-26,India,8.06
1974-08-27,India,8.1
1974-08-28,India,8.1
1974-08-29,India,8.1
1974-08-30,India,8.13
1974-09-02,India,
1974-09-03,India,8.13
1974-09-04,India,8.13
1974-09-05,India,8.13
1974-09-06,India,8.13
1974-09-09,India,8.13
1974-09-10,India,8.13
1974-09-11,India,8.13
1974-09-12,India,8.13
1974-09-13,India,8.12
1974-09-16,India,8.12
1974-09-17,India,8.12
1974-09-18,India,8.12
1974-09-19,India,8.12
1974-09-20,India,8.12
1974-09-23,India,8.12
1974-09-24,India,8.12
1974-09-25,India,8.12
1974-09-26,India,8.12
1974-09-27,India,8.12
1974-09-30,India,8.06
1974-10-01,India,8.06
1974-10-02,India,8.03
1974-10-03,India,8.03
1974-10-04,India,8.03
1974-10-07,India,8.06
1974-10-08,India,8.06
1974-10-09,India,8.06
1974-10-10,India,8.06
1974-10-11,India,8.03
1974-10-14,India,
1974-10-15,India,8.03
1974-10-16,India,8.03
1974-10-17,India,8.03
1974-10-18,India,8.06
1974-10-21,India,8.06
1974-10-22,India,8.06
1974-10-23,India,8.06
1974-10-24,India,8.06
1974-10-25,India,8.06
1974-10-28,India,8.06
1974-10-29,India,8.06
1974-10-30,India,8.06
1974-10-31,India,8.06
1974-11-01,India,8.06
1974-11-04,India,8.06
1974-11-05,India,
1974-11-06,India,8.06
1974-11-07,India,8.06
1974-11-08,India,8.03
1974-11-11,India,
1974-11-12,India,8.03
1974-11-13,India,8.03
1974-11-14,India,8.03
1974-11-15,India,8.1
1974-11-18,India,8.1
1974-11-19,India,8.1
1974-11-20,India,8.1
1974-11-21,India,8.1
1974-11-22,India,8.06
1974-11-25,India,8.06
1974-11-26,India,8.06
1974-11-27,India,8.06
1974-11-28,India,
1974-11-29,India,8.06
1974-12-02,India,8.06
1974-12-03,India,8.06
1974-12-04,India,8.06
1974-12-05,India,8.06
1974-12-06,India,8.1
1974-12-09,India,8.1
1974-12-10,India,8.0
1974-12-11,India,8.0
1974-12-12,India,8.0
1974-12-13,India,8.13
1974-12-16,India,8.13
1974-12-17,India,8.13
1974-12-18,India,8.13
1974-12-19,India,8.13
1974-12-20,India,8.13
1974-12-23,India,8.13
1974-12-24,India,8.13
1974-12-25,India,
1974-12-26,India,8.13
1974-12-27,India,8.13
1974-12-30,India,8.13
1974-12-31,India,8.13
1975-01-01,India,
1975-01-02,India,8.13
1975-01-03,India,8.13
1975-01-06,India,8.13
1975-01-07,India,8.13
1975-01-08,India,8.13
1975-01-09,India,8.13
1975-01-10,India,8.13
1975-01-13,India,8.13
1975-01-14,India,8.13
1975-01-15,India,8.13
1975-01-16,India,8.13
1975-01-17,India,8.13
1975-01-20,India,8.13
1975-01-21,India,8.13
1975-01-22,India,8.13
1975-01-23,India,8.13
1975-01-24,India,8.13
1975-01-27,India,8.13
1975-01-28,India,8.13
1975-01-29,India,8.13
1975-01-30,India,8.13
1975-01-31,India,8.13
1975-02-03,India,8.13
1975-02-04,India,8.13
1975-02-05,India,8.13
1975-02-06,India,8.13
1975-02-07,India,7.94
1975-02-10,India,7.94
1975-02-11,India,7.94
1975-02-12,India,
1975-02-13,India,7.94
1975-02-14,India,7.94
1975-02-17,India,
1975-02-18,India,7.94
1975-02-19,India,7.94
1975-02-20,India,7.94
1975-02-21,India,7.94
1975-02-24,India,7.94
1975-02-25,India,7.94
1975-02-26,India,7.94
1975-02-27,India,7.94
1975-02-28,India,7.75
1975-03-03,India,7.75
1975-03-04,India,7.75
1975-03-05,India,7.75
1975-03-06,India,7.75
1975-03-07,India,7.75
1975-03-10,India,7.75
1975-03-11,India,7.75
1975-03-12,India,7.75
1975-03-13,India,7.75
1975-03-14,India,7.75
1975-03-17,India,7.75
1975-03-18,India,7.75
1975-03-19,India,7.75
1975-03-20,India,7.75
1975-03-21,India,7.75
1975-03-24,India,7.75
1975-03-25,India,7.75
1975-03-26,India,7.75
1975-03-27,India,7.75
1975-03-28,India,7.75
1975-03-31,India,7.75
1975-04-01,India,7.75
1975-04-02,India,7.75
1975-04-03,India,7.75
1975-04-04,India,7.75
1975-04-07,India,7.84
1975-04-08,India,7.84
1975-04-09,India,7.84
1975-04-10,India,7.84
1975-04-11,India,7.84
1975-04-14,India,7.94
1975-04-15,India,7.94
1975-04-16,India,7.94
1975-04-17,India,7.94
1975-04-18,India,7.94
1975-04-21,India,7.91
1975-04-22,India,7.91
1975-04-23,India,7.91
1975-04-24,India,7.91
1975-04-25,India,7.91
1975-04-28,India,8.0
1975-04-29,India,8.0
1975-04-30,India,8.0
1975-05-01,India,8.0
1975-05-02,India,8.0
1975-05-05,India,8.0
1975-05-06,India,8.03
1975-05-07,India,8.03
1975-05-08,India,8.03
1975-05-09,India,8.03
1975-05-12,India,8.03
1975-05-13,India,8.03
1975-05-14,India,8.03
1975-05-15,India,8.03
1975-05-16,India,8.03
1975-05-19,India,8.16
1975-05-20,India,8.16
1975-05-21,India,8.16
1975-05-22,India,8.16
1975-05-23,India,8.16
1975-05-26,India,
1975-05-27,India,8.1
1975-05-28,India,8.1
1975-05-29,India,8.1
1975-05-30,India,8.1
1975-06-02,India,8.1
1975-06-03,India,8.1
1975-06-04,India,8.1
1975-06-05,India,8.1
1975-06-06,India,8.1
1975-06-09,India,8.1
1975-06-10,India,8.1
1975-06-11,India,8.1
1975-06-12,India,8.1
1975-06-13,India,8.1
1975-06-16,India,8.23
1975-06-17,India,8.23
1975-06-18,India,8.23
1975-06-19,India,8.23
1975-06-20,India,8.26
1975-06-23,India,8.26
1975-06-24,India,8.26
1975-06-25,India,8.26
1975-06-26,India,8.26
1975-06-27,India,8.4
1975-06-30,India,8.4
1975-07-01,India,8.4
1975-07-02,India,8.51
1975-07-03,India,8.47
1975-07-04,India,
1975-07-07,India,8.47
1975-07-08,India,8.47
1975-07-09,India,8.4
1975-07-10,India,8.4
1975-07-11,India,8.47
1975-07-14,India,8.47
1975-07-15,India,8.47
1975-07-16,India,8.47
1975-07-17,India,8.47
1975-07-18,India,8.55
1975-07-21,India,8.55
1975-07-22,India,8.55
1975-07-23,India,8.55
1975-07-24,India,8.55
1975-07-25,India,8.51
1975-07-28,India,8.51
1975-07-29,India,8.51
1975-07-30,India,8.51
1975-07-31,India,8.51
1975-08-01,India,8.62
1975-08-04,India,8.62
1975-08-05,India,8.62
1975-08-06,India,8.62
1975-08-07,India,8.62
1975-08-08,India,8.85
1975-08-11,India,8.85
1975-08-12,India,8.85
1975-08-13,India,8.85
1975-08-14,India,8.85
1975-08-15,India,8.81
1975-08-18,India,8.81
1975-08-19,India,8.81
1975-08-20,India,8.81
1975-08-21,India,8.81
1975-08-22,India,8.85
1975-08-25,India,8.85
1975-08-26,India,8.85
1975-08-27,India,8.85
1975-08-28,India,8.85
1975-08-29,India,8.93
1975-09-01,India,
1975-09-02,India,8.93
1975-09-03,India,8.93
1975-09-04,India,8.93
1975-09-05,India,8.77
1975-09-08,India,8.77
1975-09-09,India,8.77
1975-09-10,India,8.77
1975-09-11,India,8.77
1975-09-12,India,8.81
1975-09-15,India,8.81
1975-09-16,India,8.81
1975-09-17,India,8.81
1975-09-18,India,8.81
1975-09-19,India,8.93
1975-09-22,India,8.93
1975-09-23,India,8.93
1975-09-24,India,8.93
1975-09-25,India,8.93
1975-09-26,India,8.94
1975-09-29,India,8.94
1975-09-30,India,8.94
1975-10-01,India,8.94
1975-10-02,India,8.94
1975-10-03,India,8.97
1975-10-06,India,8.97
1975-10-07,India,8.97
1975-10-08,India,8.97
1975-10-09,India,8.97
1975-10-10,India,8.89
1975-10-13,India,
1975-10-14,India,8.89
1975-10-15,India,8.89
1975-10-16,India,8.89
1975-10-17,India,8.89
1975-10-20,India,8.89
1975-10-21,India,8.89
1975-10-22,India,8.89
1975-10-23,India,8.89
1975-10-24,India,8.85
1975-10-27,India,8.85
1975-10-28,India,8.85
1975-10-29,India,8.85
1975-10-30,India,8.73
1975-10-31,India,8.81
1975-11-03,India,8.81
1975-11-04,India,
1975-11-05,India,8.81
1975-11-06,India,8.81
1975-11-07,India,8.81
1975-11-10,India,8.81
1975-11-11,India,
1975-11-12,India,8.81
1975-11-13,India,8.81
1975-11-14,India,8.93
1975-11-17,India,8.93
1975-11-18,India,8.93
1975-11-19,India,8.93
1975-11-20,India,8.93
1975-11-21,India,8.97
1975-11-24,India,8.97
1975-11-25,India,8.97
1975-11-26,India,8.97
1975-11-27,India,
1975-11-28,India,9.09
1975-12-01,India,9.09
1975-12-02,India,9.09
1975-12-03,India,9.09
1975-12-04,India,9.09
1975-12-05,India,8.93
1975-12-08,India,8.93
1975-12-09,India,8.93
1975-12-10,India,8.93
1975-12-11,India,8.93
1975-12-12,India,8.97
1975-12-15,India,8.97
1975-12-16,India,8.97
1975-12-17,India,8.97
1975-12-18,India,8.97
1975-12-19,India,8.97
1975-12-22,India,8.97
1975-12-23,India,8.97
1975-12-24,India,8.97
1975-12-25,India,
1975-12-26,India,8.97
1975-12-29,India,8.97
1975-12-30,India,8.97
1975-12-31,India,8.97
1976-01-01,India,
1976-01-02,India,8.97
1976-01-05,India,8.97
1976-01-06,India,8.97
1976-01-07,India,8.97
1976-01-08,India,8.97
1976-01-09,India,8.93
1976-01-12,India,8.93
1976-01-13,India,8.93
1976-01-14,India,8.93
1976-01-15,India,8.91
1976-01-16,India,8.93
1976-01-19,India,8.93
1976-01-20,India,8.93
1976-01-21,India,8.93
1976-01-22,India,8.93
1976-01-23,India,8.97
1976-01-26,India,8.97
1976-01-27,India,8.97
1976-01-28,India,8.97
1976-01-29,India,8.97
1976-01-30,India,8.91
1976-02-02,India,8.91
1976-02-03,India,8.91
1976-02-04,India,8.91
1976-02-05,India,8.91
1976-02-06,India,8.93
1976-02-09,India,8.93
1976-02-10,India,8.93
1976-02-11,India,8.93
1976-02-12,India,
1976-02-13,India,8.94
1976-02-16,India,
1976-02-17,India,8.94
1976-02-18,India,8.94
1976-02-19,India,8.94
1976-02-20,India,8.97
1976-02-23,India,8.97
1976-02-24,India,8.97
1976-02-25,India,8.97
1976-02-26,India,8.97
1976-02-27,India,8.93
1976-03-01,India,8.93
1976-03-02,India,8.93
1976-03-03,India,8.93
1976-03-04,India,8.93
1976-03-05,India,8.93
1976-03-08,India,9.09
1976-03-09,India,9.09
1976-03-10,India,9.09
1976-03-11,India,9.09
1976-03-12,India,8.93
1976-03-15,India,8.93
1976-03-16,India,8.93
1976-03-17,India,8.93
1976-03-18,India,8.93
1976-03-19,India,8.93
1976-03-22,India,8.93
1976-03-23,India,8.93
1976-03-24,India,8.93
1976-03-25,India,8.93
1976-03-26,India,8.97
1976-03-29,India,8.97
1976-03-30,India,8.97
1976-03-31,India,8.97
1976-04-01,India,8.97
1976-04-02,India,9.01
1976-04-05,India,9.01
1976-04-06,India,9.01
1976-04-07,India,9.01
1976-04-08,India,9.01
1976-04-09,India,9.01
1976-04-12,India,9.01
1976-04-13,India,9.01
1976-04-14,India,9.01
1976-04-15,India,9.01
1976-04-16,India,9.01
1976-04-19,India,9.01
1976-04-20,India,9.01
1976-04-21,India,9.01
1976-04-22,India,9.09
1976-04-23,India,8.93
1976-04-26,India,8.93
1976-04-27,India,8.93
1976-04-28,India,8.93
1976-04-29,India,8.93
1976-04-30,India,8.97
1976-05-03,India,8.97
1976-05-04,India,8.97
1976-05-05,India,8.97
1976-05-06,India,8.97
1976-05-07,India,9.01
1976-05-10,India,9.01
1976-05-11,India,9.01
1976-05-12,India,9.01
1976-05-13,India,9.01
1976-05-14,India,9.01
1976-05-17,India,9.01
1976-05-18,India,9.01
1976-05-19,India,9.01
1976-05-20,India,9.01
1976-05-21,India,9.05
1976-05-24,India,9.05
1976-05-25,India,9.05
1976-05-26,India,9.05
1976-05-27,India,9.05
1976-05-28,India,9.3
1976-05-31,India,
1976-06-01,India,9.3
1976-06-02,India,9.35
1976-06-03,India,9.35
1976-06-04,India,9.3
1976-06-07,India,9.3
1976-06-08,India,9.3
1976-06-09,India,9.3
1976-06-10,India,9.3
1976-06-11,India,9.01
1976-06-14,India,9.01
1976-06-15,India,9.01
1976-06-16,India,9.01
1976-06-17,India,9.01
1976-06-18,India,8.97
1976-06-21,India,8.97
1976-06-22,India,8.97
1976-06-23,India,8.97
1976-06-24,India,8.97
1976-06-25,India,9.01
1976-06-28,India,9.01
1976-06-29,India,9.01
1976-06-30,India,9.01
1976-07-01,India,9.01
1976-07-02,India,8.89
1976-07-05,India,
1976-07-06,India,8.89
1976-07-07,India,8.89
1976-07-08,India,8.89
1976-07-09,India,8.97
1976-07-12,India,8.97
1976-07-13,India,8.97
1976-07-14,India,8.97
1976-07-15,India,8.97
1976-07-16,India,8.9
1976-07-19,India,8.9
1976-07-20,India,8.9
1976-07-21,India,8.9
1976-07-22,India,8.9
1976-07-23,India,8.9
1976-07-26,India,8.9
1976-07-27,India,8.9
1976-07-28,India,8.9
1976-07-29,India,8.9
1976-07-30,India,8.97
1976-08-02,India,8.97
1976-08-03,India,8.97
1976-08-04,India,8.97
1976-08-05,India,8.97
1976-08-06,India,8.97
1976-08-09,India,8.97
1976-08-10,India,8.97
1976-08-11,India,8.97
1976-08-12,India,8.97
1976-08-13,India,8.97
1976-08-16,India,8.97
1976-08-17,India,8.97
1976-08-18,India,8.97
1976-08-19,India,8.97
1976-08-20,India,8.97
1976-08-23,India,8.97
1976-08-24,India,8.97
1976-08-25,India,8.97
1976-08-26,India,8.97
1976-08-27,India,9.01
1976-08-30,India,9.01
1976-08-31,India,9.01
1976-09-01,India,9.01
1976-09-02,India,9.01
1976-09-03,India,9.01
1976-09-06,India,
1976-09-07,India,9.01
1976-09-08,India,9.01
1976-09-09,India,9.01
1976-09-10,India,9.13
1976-09-13,India,9.13
1976-09-14,India,9.13
1976-09-15,India,9.13
1976-09-16,India,9.13
1976-09-17,India,9.13
1976-09-20,India,9.13
1976-09-21,India,9.13
1976-09-22,India,9.13
1976-09-23,India,9.13
1976-09-24,India,9.03
1976-09-27,India,9.03
1976-09-28,India,9.17
1976-09-29,India,8.85
1976-09-30,India,8.85
1976-10-01,India,8.85
1976-10-04,India,8.85
1976-10-05,India,8.85
1976-10-06,India,8.85
1976-10-07,India,8.85
1976-10-08,India,8.85
1976-10-11,India,
1976-10-12,India,8.85
1976-10-13,India,8.85
1976-10-14,India,8.85
1976-10-15,India,8.93
1976-10-18,India,8.93
1976-10-19,India,8.93
1976-10-20,India,8.93
1976-10-21,India,8.93
1976-10-22,India,8.93
1976-10-25,India,8.93
1976-10-26,India,8.93
1976-10-27,India,8.93
1976-10-28,India,8.93
1976-10-29,India,8.97
1976-11-01,India,8.97
1976-11-02,India,
1976-11-03,India,8.97
1976-11-04,India,8.97
1976-11-05,India,9.05
1976-11-08,India,9.05
1976-11-09,India,9.05
1976-11-10,India,9.05
1976-11-11,India,
1976-11-12,India,9.01
1976-11-15,India,9.01
1976-11-16,India,9.01
1976-11-17,India,9.01
1976-11-18,India,9.01
1976-11-19,India,9.01
1976-11-22,India,8.73
1976-11-23,India,8.73
1976-11-24,India,8.93
1976-11-25,India,
1976-11-26,India,8.93
1976-11-29,India,8.93
1976-11-30,India,8.93
1976-12-01,India,8.93
1976-12-02,India,8.93
1976-12-03,India,8.81
1976-12-06,India,8.81
1976-12-07,India,8.81
1976-12-08,India,8.81
1976-12-09,India,8.81
1976-12-10,India,8.77
1976-12-13,India,8.77
1976-12-14,India,8.77
1976-12-15,India,8.77
1976-12-16,India,8.77
1976-12-17,India,8.81
1976-12-20,India,8.81
1976-12-21,India,8.81
1976-12-22,India,8.81
1976-12-23,India,8.81
1976-12-24,India,9.01
1976-12-27,India,8.97
1976-12-28,India,8.97
1976-12-29,India,8.97
1976-12-30,India,8.97
1976-12-31,India,8.93
1977-01-03,India,8.93
1977-01-04,India,8.93
1977-01-05,India,8.93
1977-01-06,India,8.93
1977-01-07,India,8.93
1977-01-10,India,9.01
1977-01-11,India,9.01
1977-01-12,India,9.01
1977-01-13,India,9.01
1977-01-14,India,8.89
1977-01-17,India,8.89
1977-01-18,India,8.89
1977-01-19,India,8.89
1977-01-20,India,8.89
1977-01-21,India,8.85
1977-01-24,India,8.85
1977-01-25,India,8.85
1977-01-26,India,8.85
1977-01-27,India,8.85
1977-01-28,India,8.81
1977-01-31,India,8.81
1977-02-01,India,8.81
1977-02-02,India,8.81
1977-02-03,India,8.81
1977-02-04,India,8.89
1977-02-07,India,8.89
1977-02-08,India,8.89
1977-02-09,India,8.89
1977-02-10,India,8.89
1977-02-11,India,8.85
1977-02-14,India,8.85
1977-02-15,India,8.85
1977-02-16,India,8.85
1977-02-17,India,8.85
1977-02-18,India,8.85
1977-02-21,India,
1977-02-22,India,8.89
1977-02-23,India,8.89
1977-02-24,India,8.89
1977-02-25,India,8.87
1977-02-28,India,8.87
1977-03-01,India,8.87
