cell_id,cell_lat,cell_lon,corridor,detections,dark,expected,sdr,dark_rate,solas_dark_rate,q_value,is_dark_spot,area_type,persistence,days_observed
30.0_122.0,30.0,122.0,Open ocean / other,65,3,18.422639603650296,0.16284311393713496,0.046153846153846156,0.0,1.0,False,Normal,0.0,1
49.5_-0.5,49.5,-0.5,Dover Strait / English Channel,98,5,30.792373318012068,0.16237787027202735,0.05102040816326531,0.01694915254237288,1.0,False,Normal,0.0,6
-26.0_-48.5,-26.0,-48.5,Open ocean / other,36,1,6.353060654430643,0.15740444714668309,0.027777777777777776,0.0,1.0,False,Normal,0.0,1
54.5_-1.5,54.5,-1.5,Open ocean / other,30,1,6.385707029548822,0.15659973051890141,0.03333333333333333,0.0,1.0,False,Normal,0.0,4
38.5_120.5,38.5,120.5,Open ocean / other,85,8,51.297297348563,0.15595363524983263,0.09411764705882353,0.0,1.0,False,Normal,0.0,1
62.5_5.5,62.5,5.5,Open ocean / other,40,3,19.25018427310358,0.1558426640201886,0.075,0.0,1.0,False,Normal,0.0,5
36.5_1.0,36.5,1.0,Open ocean / other,32,1,6.487286850570358,0.15414764647135662,0.03125,0.0,1.0,False,Normal,0.0,4
70.5_23.5,70.5,23.5,Open ocean / other,30,2,12.985793127720406,0.15401446645031303,0.06666666666666667,0.0,1.0,False,Normal,0.0,9
70.0_21.5,70.0,21.5,Open ocean / other,33,3,19.60668047196644,0.1530090728152269,0.09090909090909091,0.0,1.0,False,Normal,0.0,7
56.5_12.0,56.5,12.0,Open ocean / other,45,3,19.985863530837804,0.15010609851163337,0.06666666666666667,0.1,1.0,False,Normal,0.0,4
49.5_-3.0,49.5,-3.0,Open ocean / other,61,3,20.280204823074317,0.1479275000510189,0.04918032786885246,0.0,1.0,False,Normal,0.0,5
31.0_122.0,31.0,122.0,Open ocean / other,144,6,40.591293375000134,0.1478149499837163,0.041666666666666664,0.0,1.0,False,Normal,0.0,1
41.0_1.0,41.0,1.0,Open ocean / other,34,1,6.79278743263289,0.14721497027802607,0.029411764705882353,0.0,1.0,False,Normal,0.0,4
57.0_-2.0,57.0,-2.0,Open ocean / other,25,1,6.810124970745501,0.14684018344681427,0.04,0.0,1.0,False,Normal,0.0,3
70.0_21.0,70.0,21.0,Open ocean / other,27,2,13.760849627970842,0.14533986302231816,0.07407407407407407,0.5,1.0,False,Normal,0.0,8
-20.0_35.0,-20.0,35.0,Mozambique Channel,84,2,13.822742352120992,0.14468908911502035,0.023809523809523808,0.0,1.0,False,Normal,0.0,2
41.5_-10.5,41.5,-10.5,Open ocean / other,26,1,7.158515536638928,0.13969376679868473,0.038461538461538464,0.0,1.0,False,Normal,0.0,4
28.5_123.0,28.5,123.0,Open ocean / other,32,2,14.363254167859669,0.13924421141800547,0.0625,0.0,1.0,False,Normal,0.0,1
43.5_-6.0,43.5,-6.0,Open ocean / other,30,2,14.409751448933132,0.1387948992102897,0.06666666666666667,0.0,1.0,False,Normal,0.0,4
43.0_-3.5,43.0,-3.5,Open ocean / other,49,3,21.862734400495214,0.13721979808399662,0.061224489795918366,0.0,1.0,False,Normal,0.0,4
27.0_122.0,27.0,122.0,Open ocean / other,49,3,22.37262378185413,0.13409245286792085,0.061224489795918366,0.0,1.0,False,Normal,0.0,1
24.5_119.0,24.5,119.0,Taiwan Strait,46,2,15.126336319939414,0.13221972311719768,0.043478260869565216,0.0,1.0,False,Normal,0.0,1
49.0_-0.5,49.0,-0.5,Dover Strait / English Channel,95,4,30.327392728185607,0.13189396252591434,0.042105263157894736,0.0,1.0,False,Normal,0.0,6
39.0_-0.5,39.0,-0.5,Open ocean / other,72,2,15.356574270083335,0.1302373800839337,0.027777777777777776,0.0,1.0,False,Normal,0.0,6
70.0_17.0,70.0,17.0,Open ocean / other,27,1,7.831045798396605,0.12769686523921855,0.037037037037037035,0.0,1.0,False,Normal,0.0,8
6.0_3.0,6.0,3.0,Gulf of Guinea,63,2,15.710715307055727,0.12730165119227857,0.031746031746031744,0.0,1.0,False,Normal,0.0,2
53.0_4.0,53.0,4.0,Open ocean / other,56,2,16.059867051652695,0.12453403216648566,0.03571428571428571,0.043478260869565216,1.0,False,Normal,0.0,6
49.0_-5.0,49.0,-5.0,Open ocean / other,37,1,8.089289532735327,0.12362025069732648,0.02702702702702703,0.04,1.0,False,Normal,0.0,4
27.5_121.0,27.5,121.0,Open ocean / other,89,4,32.37821885142573,0.12353984072919026,0.0449438202247191,0.0,1.0,False,Normal,0.0,2
23.0_117.0,23.0,117.0,Open ocean / other,35,1,8.162579483187615,0.12251029249512242,0.02857142857142857,0.041666666666666664,1.0,False,Normal,0.0,1
31.5_121.0,31.5,121.0,Open ocean / other,66,2,16.430671184897975,0.12172357279222241,0.030303030303030304,0.0,1.0,False,Normal,0.0,1
6.0_3.5,6.0,3.5,Gulf of Guinea,25,1,8.33716549440452,0.11994484224538292,0.04,0.0,1.0,False,Normal,0.0,2
22.0_114.5,22.0,114.5,Open ocean / other,37,1,8.518439950461932,0.11739238708207043,0.02702702702702703,0.043478260869565216,1.0,False,Normal,0.0,2
57.0_10.5,57.0,10.5,Open ocean / other,44,3,25.735120938864462,0.11657221301297573,0.06818181818181818,0.0,1.0,False,Normal,0.0,3
40.5_28.5,40.5,28.5,Turkish Straits (Bosphorus-Dardanelles),240,6,51.80639295255648,0.11581582229619249,0.025,0.006060606060606061,1.0,False,Normal,0.0,4
29.5_122.0,29.5,122.0,Open ocean / other,93,3,25.94697553843697,0.11562041192646526,0.03225806451612903,0.0,1.0,False,Normal,0.0,1
62.0_5.0,62.0,5.0,Open ocean / other,27,1,8.999535678816974,0.11111684376715023,0.037037037037037035,0.0,1.0,False,Normal,0.0,4
10.0_-15.0,10.0,-15.0,Open ocean / other,91,3,27.219006205204984,0.11021710261509554,0.03296703296703297,0.0,1.0,False,Normal,0.0,2
28.0_121.5,28.0,121.5,Open ocean / other,58,2,18.41134406576289,0.10862867984305025,0.034482758620689655,0.08333333333333333,1.0,False,Normal,0.0,2
43.0_14.0,43.0,14.0,Open ocean / other,27,2,18.51048459061755,0.1080468742030527,0.07407407407407407,0.0,1.0,False,Normal,0.25,4
59.0_5.0,59.0,5.0,Open ocean / other,35,1,9.481956602364988,0.10546346518297502,0.02857142857142857,0.0,1.0,False,Normal,0.0,4
69.5_17.5,69.5,17.5,Open ocean / other,57,3,29.48231308086094,0.10175592368793861,0.05263157894736842,0.0,1.0,False,Normal,0.0,8
57.5_9.0,57.5,9.0,Open ocean / other,51,2,19.862046521007382,0.1006945582311808,0.0392156862745098,0.05,1.0,False,Normal,0.0,3
3.0_5.5,3.0,5.5,Gulf of Guinea,28,1,9.99762440090346,0.10002376163577745,0.03571428571428571,0.0,1.0,False,Normal,0.0,3
10.0_107.0,10.0,107.0,South China Sea,80,2,20.643186522593446,0.09688426725258964,0.025,0.0,1.0,False,Normal,0.0,1
54.0_6.5,54.0,6.5,Open ocean / other,28,1,10.322373888111875,0.09687694040531561,0.03571428571428571,0.0,1.0,False,Normal,0.0,5
38.0_141.0,38.0,141.0,Open ocean / other,39,1,10.678973456303257,0.0936419595096709,0.02564102564102564,0.0,1.0,False,Normal,0.0,1
35.0_129.5,35.0,129.5,Open ocean / other,116,4,42.94356672023914,0.09314550014111463,0.034482758620689655,0.0,1.0,False,Normal,0.0,1
57.5_11.5,57.5,11.5,Open ocean / other,36,1,10.86298477539828,0.0920557306003714,0.027777777777777776,0.0,1.0,False,Normal,0.0,3
36.5_-9.5,36.5,-9.5,Open ocean / other,31,1,10.878149641226328,0.09192739877471173,0.03225806451612903,0.0,1.0,False,Normal,0.0,3
22.0_114.0,22.0,114.0,Open ocean / other,132,3,33.0303698805322,0.0908255042511096,0.022727272727272728,0.0136986301369863,1.0,False,Normal,0.0,2
43.5_14.0,43.5,14.0,Open ocean / other,38,2,22.154775400491854,0.09027399122067373,0.05263157894736842,0.0,1.0,False,Normal,0.0,3
43.5_-9.0,43.5,-9.0,Open ocean / other,25,1,12.064585792084047,0.08288722192651912,0.04,0.0,1.0,False,Normal,0.0,2
30.5_122.0,30.5,122.0,Open ocean / other,91,2,24.134800732251158,0.08286788949234682,0.02197802197802198,0.0,1.0,False,Normal,0.0,1
57.5_11.0,57.5,11.0,Open ocean / other,54,1,12.684054249135745,0.07883914562003211,0.018518518518518517,0.0,1.0,False,Normal,0.0,3
27.0_121.0,27.0,121.0,Open ocean / other,39,1,13.035010782814496,0.07671646895132693,0.02564102564102564,0.0,1.0,False,Normal,0.0,2
29.5_122.5,29.5,122.5,Open ocean / other,98,2,26.32121602432215,0.07598433135277252,0.02040816326530612,0.0,1.0,False,Normal,0.0,1
27.0_121.5,27.0,121.5,Open ocean / other,69,2,27.17474786464243,0.07359773897303523,0.028985507246376812,0.0,1.0,False,Normal,0.0,2
5.0_4.5,5.0,4.5,Gulf of Guinea,54,2,28.11317601295506,0.07114101939526021,0.037037037037037035,0.0,1.0,False,Normal,0.0,3
44.5_13.0,44.5,13.0,Open ocean / other,26,1,14.732933746463203,0.06787514402825985,0.038461538461538464,0.0,1.0,False,Normal,0.0,4
69.5_17.0,69.5,17.0,Open ocean / other,27,1,14.888149304046369,0.06716751555737122,0.037037037037037035,0.0,1.0,False,Normal,0.14285714285714285,7
13.5_-91.0,13.5,-91.0,Open ocean / other,112,1,15.985773830983184,0.06255562042682149,0.008928571428571428,0.0,1.0,False,Normal,0.0,3
36.5_36.0,36.5,36.0,Eastern Mediterranean,191,3,48.16895575485751,0.06228077717249394,0.015706806282722512,0.007575757575757576,1.0,False,Normal,0.0,5
33.0_-9.0,33.0,-9.0,Open ocean / other,98,1,16.197818470262792,0.06173670867073102,0.01020408163265306,0.0,1.0,False,Normal,0.0,2
40.0_121.5,40.0,121.5,Open ocean / other,78,1,16.979174868315372,0.058895677072393404,0.01282051282051282,0.0,1.0,False,Normal,0.0,1
28.5_122.5,28.5,122.5,Open ocean / other,41,1,18.332513981885715,0.054547892394250785,0.024390243902439025,0.0,1.0,False,Normal,0.0,1
28.0_122.0,28.0,122.0,Open ocean / other,45,1,18.40572465000284,0.054330922526315516,0.022222222222222223,0.0,1.0,False,Normal,0.0,1
27.5_123.0,27.5,123.0,Open ocean / other,36,1,18.6704293225351,0.05356063230924239,0.027777777777777776,0.0,1.0,False,Normal,0.0,1
27.5_121.5,27.5,121.5,Open ocean / other,58,1,20.700214164547145,0.04830867893689142,0.017241379310344827,0.0,1.0,False,Normal,0.0,2
57.0_11.0,57.0,11.0,Open ocean / other,39,1,22.057941811863632,0.045335145433295164,0.02564102564102564,0.0,1.0,False,Normal,0.0,3
35.0_129.0,35.0,129.0,Open ocean / other,95,1,24.336616977229912,0.041090345504292185,0.010526315789473684,0.0,1.0,False,Normal,0.0,1
31.0_121.5,31.0,121.5,Open ocean / other,110,1,25.09405878835514,0.039850070027892356,0.00909090909090909,0.0,1.0,False,Normal,0.0,1
29.0_122.0,29.0,122.0,Open ocean / other,69,1,26.20313161199244,0.038163377370601305,0.014492753623188406,0.0,1.0,False,Normal,0.0,1
21.5_113.5,21.5,113.5,South China Sea,80,1,29.01603121169789,0.03446370706951981,0.0125,0.03225806451612903,1.0,False,Normal,0.0,1
28.0_123.0,28.0,123.0,Open ocean / other,65,1,29.277769379399224,0.03415560752055216,0.015384615384615385,0.0,1.0,False,Normal,0.0,1
29.0_122.5,29.0,122.5,Open ocean / other,83,1,33.231161464187544,0.030092237404271197,0.012048192771084338,0.0,1.0,False,Normal,0.0,1
28.5_122.0,28.5,122.0,Open ocean / other,61,0,22.98339613518862,0.0,0.0,0.0,1.0,False,Normal,0.0,1
33.5_131.5,33.5,131.5,Open ocean / other,52,0,14.104274953863959,0.0,0.0,0.0,1.0,False,Normal,0.0,2
21.5_114.0,21.5,114.0,South China Sea,31,0,6.750848833523737,0.0,0.0,0.0,1.0,False,Normal,0.0,2
54.0_12.0,54.0,12.0,Open ocean / other,28,0,8.574250568617279,0.0,0.0,0.0,1.0,False,Normal,0.0,4
54.5_12.0,54.5,12.0,Open ocean / other,29,0,6.904193035143974,0.0,0.0,0.0,1.0,False,Normal,0.0,4
22.0_115.0,22.0,115.0,Open ocean / other,33,0,9.776291333907853,0.0,0.0,0.0,1.0,False,Normal,0.0,1
36.5_23.5,36.5,23.5,Open ocean / other,34,0,6.118591516286609,0.0,0.0,0.0,1.0,False,Normal,0.0,4
22.5_115.5,22.5,115.5,Open ocean / other,36,0,11.427517875802426,0.0,0.0,0.0,1.0,False,Normal,0.0,1
38.5_121.5,38.5,121.5,Open ocean / other,41,0,15.296491706123014,0.0,0.0,0.0,1.0,False,Normal,0.0,1
39.0_119.0,39.0,119.0,Open ocean / other,34,0,7.1460639530648224,0.0,0.0,0.0,1.0,False,Normal,0.0,1
27.5_122.0,27.5,122.0,Open ocean / other,52,0,21.70117517908666,0.0,0.0,0.0,1.0,False,Normal,0.0,1
49.5_-4.5,49.5,-4.5,Open ocean / other,30,0,9.675487419377404,0.0,0.0,0.0,1.0,False,Normal,0.0,4
39.0_9.0,39.0,9.0,Open ocean / other,31,0,5.291068456379021,0.0,0.0,0.0,1.0,False,Normal,0.0,2
22.0_115.5,22.0,115.5,Open ocean / other,25,0,8.297386936918896,0.0,0.0,0.0,1.0,False,Normal,0.0,1
26.5_120.0,26.5,120.0,Open ocean / other,30,0,10.165172143176413,0.0,0.0,0.0,1.0,False,Normal,0.0,1
36.0_-4.5,36.0,-4.5,Open ocean / other,47,0,7.593427694631667,0.0,0.0,0.0,1.0,False,Normal,0.0,3
36.5_-1.5,36.5,-1.5,Open ocean / other,32,0,5.277886628985921,0.0,0.0,0.0,1.0,False,Normal,0.0,5
35.5_-5.0,35.5,-5.0,Strait of Gibraltar,35,0,5.480047111025221,0.0,0.0,0.0,1.0,False,Normal,0.0,3
31.0_122.5,31.0,122.5,Open ocean / other,155,0,37.83989779912827,0.0,0.0,0.0,1.0,False,Normal,0.0,1
3.5_7.0,3.5,7.0,Gulf of Guinea,31,0,13.74992076098859,0.0,0.0,0.0,1.0,False,Normal,0.0,3
24.5_118.5,24.5,118.5,Taiwan Strait,31,0,8.38215388323472,0.0,0.0,0.0,1.0,False,Normal,0.0,1
42.0_-10.0,42.0,-10.0,Open ocean / other,28,0,7.374573268530196,0.0,0.0,0.0,1.0,False,Normal,0.0,5
41.5_-10.0,41.5,-10.0,Open ocean / other,27,0,6.150189204720023,0.0,0.0,0.0,1.0,False,Normal,0.0,5
28.0_121.0,28.0,121.0,Open ocean / other,26,0,8.727520574564105,0.0,0.0,0.0,1.0,False,Normal,0.0,2
53.5_4.5,53.5,4.5,Open ocean / other,28,0,5.975855581950719,0.0,0.0,0.0,1.0,False,Normal,0.0,4
57.5_8.5,57.5,8.5,Open ocean / other,26,0,9.335814036425129,0.0,0.0,0.0,1.0,False,Normal,0.0,3
57.0_1.5,57.0,1.5,Open ocean / other,34,0,10.179947015699243,0.0,0.0,0.0,1.0,False,Normal,0.0,5
70.5_17.0,70.5,17.0,Open ocean / other,39,0,11.57702150737338,0.0,0.0,0.0,1.0,False,Normal,0.0,9
71.5_16.0,71.5,16.0,Open ocean / other,26,0,8.101032885893662,0.0,0.0,0.0,1.0,False,Normal,0.0,9
