cell_id,cell_lat,cell_lon,corridor,detections,dark,expected,sdr,dark_rate,solas_dark_rate,q_value,is_dark_spot,area_type,persistence,days_observed
26.0_55.5,26.0,55.5,Strait of Hormuz,38,31,5.540925594452554,5.5947331310560235,0.8157894736842105,0.8333333333333334,1.999627367383972e-18,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
25.5_54.5,25.5,54.5,Strait of Hormuz,136,128,26.177297394616584,4.889733194012742,0.9411764705882353,0.9487179487179487,2.2593828740925866e-78,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
25.5_55.0,25.5,55.0,Strait of Hormuz,196,183,37.48968789175581,4.881342318142977,0.9336734693877551,0.94,1.5716239590680785e-110,True,Behavioural dark spot (selective switch-off),1.0,2
26.5_56.0,26.5,56.0,Strait of Hormuz,115,97,21.140924781211687,4.588257183820342,0.8434782608695652,0.8350515463917526,5.922406004988354e-51,True,Behavioural dark spot (selective switch-off),1.0,3
44.0_37.5,44.0,37.5,Black Sea,144,113,24.636755600633602,4.586642893721521,0.7847222222222222,0.775,3.1960096987783165e-56,True,Behavioural dark spot (selective switch-off),0.8,5
35.5_139.5,35.5,139.5,Open ocean / other,73,73,16.057992296795003,4.546022855831733,1.0,1.0,8.509581879629969e-47,True,AIS dead zone (reception / feed gap),1.0,1
-7.0_110.0,-7.0,110.0,Open ocean / other,28,28,6.282451638572464,4.456858820541964,1.0,1.0,2.3241681057379813e-17,True,AIS dead zone (reception / feed gap),1.0,1
25.0_56.5,25.0,56.5,Strait of Hormuz,226,174,39.69965876593718,4.3829092090155255,0.7699115044247787,0.776595744680851,2.4757483030876556e-82,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
35.0_139.5,35.0,139.5,Open ocean / other,81,81,19.08120820468263,4.245014211423057,1.0,1.0,1.3079575197226987e-49,True,AIS dead zone (reception / feed gap),1.0,1
19.0_105.5,19.0,105.5,South China Sea,30,30,7.233056444763938,4.147624206875534,1.0,1.0,1.0840699529551567e-17,True,AIS dead zone (reception / feed gap),1.0,1
27.5_52.0,27.5,52.0,Persian Gulf,39,37,8.936279862140122,4.140425386267948,0.9487179487179487,0.9629629629629629,3.760112459515033e-20,True,Behavioural dark spot (selective switch-off),1.0,4
25.0_54.5,25.0,54.5,Strait of Hormuz,107,98,23.78709851436376,4.119880360390446,0.9158878504672897,0.9733333333333334,4.43621384003409e-51,True,Behavioural dark spot (selective switch-off),1.0,2
25.0_56.0,25.0,56.0,Strait of Hormuz,231,208,50.87926643718601,4.088109254813853,0.9004329004329005,0.9101796407185628,1.0755647640986794e-105,True,Behavioural dark spot (selective switch-off),1.0,3
44.5_37.5,44.5,37.5,Black Sea,74,56,13.78430996749983,4.062590012270101,0.7567567567567568,0.7903225806451613,1.3368945880869132e-24,True,Behavioural dark spot (selective switch-off),0.8,5
44.5_36.5,44.5,36.5,Black Sea,127,99,28.66877209003487,3.453234749262663,0.7795275590551181,0.7764705882352941,6.721936049489338e-38,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
44.0_37.0,44.0,37.0,Black Sea,92,55,16.32884859146726,3.368271785479142,0.5978260869565217,0.6,1.088756215532729e-17,True,Behavioural dark spot (selective switch-off),0.8,5
25.5_55.5,25.5,55.5,Strait of Hormuz,34,30,9.056389351190159,3.312578427964507,0.8823529411764706,0.9090909090909091,1.8471363887137895e-12,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
45.5_36.5,45.5,36.5,Black Sea,121,98,30.140962842869147,3.2513891646691433,0.8099173553719008,0.7857142857142857,2.243369866489875e-36,True,Behavioural dark spot (selective switch-off),1.0,4
27.0_56.0,27.0,56.0,Strait of Hormuz,230,165,50.80106140118666,3.2479636340067843,0.717391304347826,0.7718120805369127,1.3855286115332682e-55,True,Behavioural dark spot (selective switch-off),1.0,3
25.5_56.5,25.5,56.5,Strait of Hormuz,130,74,23.118139691111416,3.2009496001294564,0.5692307692307692,0.5663716814159292,7.758413002780244e-22,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
45.0_36.5,45.0,36.5,Black Sea,197,172,54.086559493094875,3.1800876523114563,0.8730964467005076,0.8495575221238938,5.0250915560706995e-67,True,Behavioural dark spot (selective switch-off),1.0,4
25.0_51.5,25.0,51.5,Persian Gulf,66,42,13.312684861665169,3.1548857677043056,0.6363636363636364,0.5833333333333334,5.05756950002997e-13,True,Behavioural dark spot (selective switch-off),0.4,5
26.5_54.5,26.5,54.5,Strait of Hormuz,95,89,28.34382320433786,3.1400139408990904,0.9368421052631579,0.9166666666666666,1.3173616986413366e-37,True,Behavioural dark spot (selective switch-off),1.0,2
25.0_55.0,25.0,55.0,Strait of Hormuz,222,211,67.46450420667816,3.127570601476585,0.9504504504504504,0.9519230769230769,5.918946515291205e-91,True,"Elevated dark, unclassified",1.0,2
35.5_14.5,35.5,14.5,Open ocean / other,77,47,15.093059602950799,3.1140140724556056,0.6103896103896104,0.6,4.954529528224859e-14,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
5.5_96.5,5.5,96.5,Open ocean / other,28,22,7.105617188140001,3.096142026440749,0.7857142857142857,0.7391304347826086,8.118091505848618e-08,True,Behavioural dark spot (selective switch-off),0.5,2
25.0_53.5,25.0,53.5,Persian Gulf,56,39,12.607243262835338,3.0934597823591923,0.6964285714285714,0.6571428571428571,1.8471363887137895e-12,True,Behavioural dark spot (selective switch-off),0.75,4
25.5_52.0,25.5,52.0,Persian Gulf,44,29,9.541019196436348,3.039507562340064,0.6590909090909091,0.6666666666666666,6.0867855345581465e-09,True,Behavioural dark spot (selective switch-off),0.5,4
18.0_106.0,18.0,106.0,South China Sea,45,35,11.646668191513823,3.005151295157721,0.7777777777777778,0.6666666666666666,1.0233891528230907e-11,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
25.0_54.0,25.0,54.0,Persian Gulf,99,88,29.345786314814685,2.9987269400777583,0.8888888888888888,0.8771929824561403,5.727301067412062e-33,True,Behavioural dark spot (selective switch-off),1.0,5
36.0_22.0,36.0,22.0,Open ocean / other,29,18,6.1789283904307535,2.9131264942115895,0.6206896551724138,0.5263157894736842,1.929215495303341e-05,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
36.0_22.5,36.0,22.5,Open ocean / other,30,19,6.582366799206215,2.8864997317213104,0.6333333333333333,0.6086956521739131,1.0890813056897281e-05,True,Behavioural dark spot (selective switch-off),0.5,4
20.0_86.5,20.0,86.5,Bay of Bengal,52,52,18.14306605159913,2.8661087300300445,1.0,1.0,7.503278992603132e-23,True,AIS dead zone (reception / feed gap),1.0,2
20.5_87.0,20.5,87.0,Bay of Bengal,25,25,8.759996345129569,2.853882469243225,1.0,1.0,7.62267202254913e-11,True,AIS dead zone (reception / feed gap),1.0,2
46.5_38.0,46.5,38.0,Black Sea,81,46,16.225248005438623,2.83508763530647,0.5679012345679012,0.5862068965517241,7.85126257365693e-12,True,Behavioural dark spot (selective switch-off),0.4,5
29.0_50.0,29.0,50.0,Persian Gulf,27,20,7.069801252050536,2.8289338394341947,0.7407407407407407,1.0,2.746702542673848e-06,True,Behavioural dark spot (selective switch-off),1.0,2
-33.0_-72.0,-33.0,-72.0,Open ocean / other,26,19,6.833097277051321,2.7805838596518635,0.7307692307692307,0.6666666666666666,7.329339878863771e-06,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
25.5_53.0,25.5,53.0,Persian Gulf,45,27,9.870248808720694,2.7354933521173854,0.6,0.5714285714285714,4.791533046567017e-07,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
24.5_56.5,24.5,56.5,Gulf of Oman,193,105,39.318286772504905,2.670513102657006,0.5440414507772021,0.5433070866141733,1.1296567788135031e-23,True,Behavioural dark spot (selective switch-off),0.5,2
22.0_91.0,22.0,91.0,Bay of Bengal,71,71,26.727388832368813,2.6564510452294474,1.0,1.0,4.092745646285719e-29,True,AIS dead zone (reception / feed gap),1.0,2
6.0_95.5,6.0,95.5,Open ocean / other,32,17,6.673492336186359,2.547391851762407,0.53125,0.4642857142857143,0.00034890672281302044,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
-6.0_109.5,-6.0,109.5,Open ocean / other,32,23,9.030096155508012,2.547038215752651,0.71875,0.6,3.6368796896674626e-06,True,Behavioural dark spot (selective switch-off),1.0,4
11.5_-70.5,11.5,-70.5,Open ocean / other,42,17,6.743683472344347,2.52087751000125,0.40476190476190477,0.4722222222222222,0.0007843582644685507,True,Behavioural dark spot (selective switch-off),0.0,1
25.5_51.5,25.5,51.5,Persian Gulf,255,151,61.228198643991824,2.46618393720811,0.592156862745098,0.6293103448275862,3.0397044991717273e-31,True,Behavioural dark spot (selective switch-off),0.5,4
24.5_54.5,24.5,54.5,Persian Gulf,37,35,14.261388338727462,2.4541790160047654,0.9459459459459459,0.8888888888888888,1.6769423979283217e-11,True,Behavioural dark spot (selective switch-off),1.0,2
38.5_125.0,38.5,125.0,Open ocean / other,38,38,15.505933574418634,2.4506747573517025,1.0,1.0,4.18101397577593e-14,True,AIS dead zone (reception / feed gap),1.0,2
25.5_53.5,25.5,53.5,Persian Gulf,61,36,14.698225528346558,2.449275249625982,0.5901639344262295,0.52,9.044968237612972e-08,True,Behavioural dark spot (selective switch-off),0.5,4
36.0_23.0,36.0,23.0,Open ocean / other,32,15,6.134651556923883,2.445126648321245,0.46875,0.5652173913043478,0.0017723569998343792,True,Behavioural dark spot (selective switch-off),0.4,5
36.0_15.0,36.0,15.0,Open ocean / other,33,19,7.820435253317897,2.429532293862936,0.5757575757575758,0.5833333333333334,0.00020105274772400328,True,Behavioural dark spot (selective switch-off),0.5,4
54.0_18.5,54.0,18.5,Open ocean / other,48,27,11.13451266604926,2.4248928363364217,0.5625,0.53125,7.327041795926455e-06,True,Behavioural dark spot (selective switch-off),0.6,5
24.5_54.0,24.5,54.0,Persian Gulf,197,165,68.59504527308248,2.4054215482054357,0.8375634517766497,0.803921568627451,1.7708098939352352e-43,True,Behavioural dark spot (selective switch-off),0.8,5
5.5_97.0,5.5,97.0,Open ocean / other,35,19,7.986752253673996,2.378939448291987,0.5428571428571428,0.4642857142857143,0.00033347245011346264,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
-4.0_106.0,-4.0,106.0,Open ocean / other,38,33,13.91338814080745,2.37181624389621,0.868421052631579,0.5555555555555556,3.6209036824523234e-09,True,Behavioural dark spot (selective switch-off),1.0,2
-1.5_104.5,-1.5,104.5,Open ocean / other,26,23,10.087559420020906,2.2800361358319843,0.8846153846153846,0.6666666666666666,2.2925927111696092e-06,True,Behavioural dark spot (selective switch-off),1.0,2
-3.5_106.0,-3.5,106.0,Open ocean / other,37,29,12.83778407636892,2.258956828334696,0.7837837837837838,0.8333333333333334,8.053419960670154e-07,True,Behavioural dark spot (selective switch-off),1.0,2
24.5_57.0,24.5,57.0,Gulf of Oman,45,32,14.203782744504382,2.2529209701113735,0.7111111111111111,0.5454545454545454,7.126910358830297e-07,True,Behavioural dark spot (selective switch-off),0.5,2
-6.0_119.5,-6.0,119.5,Open ocean / other,53,36,16.018869876925585,2.247349549412114,0.6792452830188679,0.23076923076923078,2.2237870323015205e-07,True,"Elevated dark, unclassified",0.8,5
-2.5_116.5,-2.5,116.5,Open ocean / other,33,27,12.132459593951413,2.2254349821581716,0.8181818181818182,0.75,1.5939070824414765e-06,True,Behavioural dark spot (selective switch-off),1.0,3
25.0_121.0,25.0,121.0,Taiwan Strait,30,22,10.246728176962161,2.1470267991945815,0.7333333333333333,0.6428571428571429,9.702597647198656e-05,True,Behavioural dark spot (selective switch-off),1.0,2
24.0_120.0,24.0,120.0,Taiwan Strait,50,30,14.007121856873228,2.1417676169697306,0.6,0.48148148148148145,1.8645087939043405e-05,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
24.0_58.0,24.0,58.0,Gulf of Oman,25,13,6.13419459698195,2.1192676225817904,0.52,0.42105263157894735,0.01215163086514924,True,Behavioural dark spot (selective switch-off),0.6,5
26.5_53.0,26.5,53.0,Persian Gulf,32,24,11.463970117200017,2.0935155757246346,0.75,0.6666666666666666,5.4574577443067364e-05,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
17.0_107.5,17.0,107.5,South China Sea,55,55,26.379452046759653,2.084956120487574,1.0,1.0,9.135173735800066e-17,True,AIS dead zone (reception / feed gap),1.0,3
16.0_96.0,16.0,96.0,Open ocean / other,36,29,14.1489730886778,2.0496187121315677,0.8055555555555556,0.75,4.721547699796005e-06,True,Behavioural dark spot (selective switch-off),1.0,3
34.5_10.5,34.5,10.5,Open ocean / other,74,61,29.82707740150785,2.0451215913268213,0.8243243243243243,0.6896551724137931,2.7813834582724544e-12,True,Behavioural dark spot (selective switch-off),0.6666666666666666,6
5.5_80.5,5.5,80.5,Dondra Head / Sri Lanka corridor,49,17,8.35097293068908,2.0356909477608913,0.3469387755102041,0.3333333333333333,0.009659818410573867,True,"Elevated dark, unclassified",0.5,2
-5.0_122.0,-5.0,122.0,Open ocean / other,40,34,16.745145877929797,2.0304391641527713,0.85,0.5,2.9588491817532224e-07,True,Behavioural dark spot (selective switch-off),1.0,3
-6.0_120.0,-6.0,120.0,Open ocean / other,27,17,8.3863029549449,2.027114938648397,0.6296296296296297,0.2857142857142857,0.003027169920813535,True,"Elevated dark, unclassified",0.75,4
25.0_52.5,25.0,52.5,Persian Gulf,42,23,11.412478363516797,2.0153378843219523,0.5476190476190477,0.4,0.000833237671471306,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
9.5_102.0,9.5,102.0,Open ocean / other,30,27,13.431231772229246,2.0102400478134763,0.9,0.25,2.7864685583619016e-06,True,"Elevated dark, unclassified",1.0,3
20.5_87.5,20.5,87.5,Bay of Bengal,49,41,20.490045320009827,2.0009716601241925,0.8367346938775511,0.6666666666666666,3.118205981917217e-08,True,Behavioural dark spot (selective switch-off),0.5,4
17.0_108.0,17.0,108.0,South China Sea,34,32,16.15090970774961,1.9813125439395902,0.9411764705882353,0.8,1.0078277500145465e-07,True,Behavioural dark spot (selective switch-off),1.0,3
-4.5_116.0,-4.5,116.0,Open ocean / other,40,21,10.939838683988592,1.9195895484944703,0.525,0.2727272727272727,0.003148323361901563,True,"Elevated dark, unclassified",0.6666666666666666,3
-1.0_117.0,-1.0,117.0,Open ocean / other,40,23,12.001267247447574,1.9164642804610184,0.575,0.7777777777777778,0.001439111173447019,True,Behavioural dark spot (selective switch-off),1.0,2
29.0_49.0,29.0,49.0,Persian Gulf,58,25,13.154144047013396,1.9005417540395693,0.43103448275862066,0.48717948717948717,0.002178005403770025,True,Behavioural dark spot (selective switch-off),0.25,4
53.5_1.5,53.5,1.5,Open ocean / other,78,74,39.005305601271466,1.8971778033598536,0.9487179487179487,0.3333333333333333,1.581941189670558e-16,True,"Elevated dark, unclassified",0.8,5
23.5_58.0,23.5,58.0,Gulf of Oman,41,29,15.424541259325496,1.8801207447558248,0.7073170731707317,0.45,0.00011970179132309475,True,Behavioural dark spot (selective switch-off),1.0,5
36.5_5.0,36.5,5.0,Open ocean / other,32,15,8.001894001306207,1.874556198513932,0.46875,0.38461538461538464,0.02433190452280818,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
22.5_91.5,22.5,91.5,Open ocean / other,40,40,21.39825141823287,1.8693116188884986,1.0,1.0,2.4294118451028234e-10,True,"Blackout, cause unresolved",1.0,3
35.0_35.5,35.0,35.5,Eastern Mediterranean,40,14,7.505962362611065,1.865183879649762,0.35,0.3333333333333333,0.04440595623958621,True,"Elevated dark, unclassified",0.3333333333333333,6
35.5_134.0,35.5,134.0,Open ocean / other,31,30,16.138498360135888,1.8589090094096832,0.967741935483871,0.5,5.737682905840157e-07,True,"Elevated dark, unclassified",1.0,3
32.5_34.5,32.5,34.5,Eastern Mediterranean,32,14,7.538094015527218,1.8572334029215254,0.4375,0.2777777777777778,0.03725287373308741,True,"Elevated dark, unclassified",0.6666666666666666,3
17.5_106.5,17.5,106.5,South China Sea,63,57,30.862108315849365,1.8469250194008104,0.9047619047619048,0.7857142857142857,5.412918659022845e-11,True,Behavioural dark spot (selective switch-off),0.75,4
-4.0_116.0,-4.0,116.0,Open ocean / other,32,22,11.92845418356916,1.8443295050169939,0.6875,0.42857142857142855,0.0015559951669661442,True,Behavioural dark spot (selective switch-off),1.0,3
28.0_-15.5,28.0,-15.5,Open ocean / other,56,21,11.388887850371146,1.8439026071641966,0.375,0.37209302325581395,0.010073838149217166,True,Behavioural dark spot (selective switch-off),0.5,4
17.0_107.0,17.0,107.0,South China Sea,52,48,26.072743760584668,1.8410030198879086,0.9230769230769231,0.8333333333333334,1.2176640180126721e-09,True,Behavioural dark spot (selective switch-off),1.0,4
26.0_50.5,26.0,50.5,Persian Gulf,49,36,19.58566024412365,1.8380794699428733,0.7346938775510204,0.5,1.679237075597265e-05,True,Behavioural dark spot (selective switch-off),1.0,2
26.0_52.0,26.0,52.0,Persian Gulf,25,15,8.167099212349724,1.8366374167853912,0.6,0.8,0.018688879839854382,True,Behavioural dark spot (selective switch-off),0.8,5
27.5_51.5,27.5,51.5,Persian Gulf,47,30,16.41792831567773,1.8272707386200817,0.6382978723404256,0.6666666666666666,0.00031873115419341893,True,Behavioural dark spot (selective switch-off),0.75,4
29.5_49.0,29.5,49.0,Persian Gulf,34,20,11.034706351946413,1.8124632737936155,0.5882352941176471,0.5238095238095238,0.006285982870027652,True,Behavioural dark spot (selective switch-off),0.75,4
24.0_54.0,24.0,54.0,Persian Gulf,48,32,17.80566433303679,1.7971809083599823,0.6666666666666666,0.6666666666666666,0.00020105274772400328,True,Behavioural dark spot (selective switch-off),0.8,5
24.0_52.5,24.0,52.5,Persian Gulf,39,25,13.929142403106948,1.794798220630127,0.6410256410256411,0.5384615384615384,0.0014988561817609674,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
-6.5_105.5,-6.5,105.5,Sunda Strait,26,10,5.571711126981268,1.7947807723868776,0.38461538461538464,0.26666666666666666,0.12767022037578313,False,Normal,0.3333333333333333,3
17.5_108.0,17.5,108.0,South China Sea,70,68,37.999367456025496,1.7895034720957534,0.9714285714285714,1.0,1.2957456706600738e-14,True,"Blackout, cause unresolved",1.0,3
-4.0_122.0,-4.0,122.0,Open ocean / other,29,22,12.29624049360772,1.7891647460406166,0.7586206896551724,0.5,0.001395532357177406,True,Behavioural dark spot (selective switch-off),1.0,2
41.0_37.0,41.0,37.0,Black Sea,31,28,15.699080602761345,1.7835439353738345,0.9032258064516129,0.6,2.5017199724693596e-05,True,Behavioural dark spot (selective switch-off),1.0,4
5.0_100.0,5.0,100.0,Strait of Malacca,37,27,15.373637015668743,1.7562532517504945,0.7297297297297297,0.5333333333333333,0.0006359188914981102,True,Behavioural dark spot (selective switch-off),0.5,2
38.5_124.0,38.5,124.0,Open ocean / other,69,69,39.38998059374234,1.751714495918326,1.0,,4.850082074595535e-16,True,"Blackout, cause unresolved",1.0,2
10.0_104.0,10.0,104.0,Open ocean / other,66,64,37.1065501017888,1.7247628740596594,0.9696969696969697,0.5,9.950849669054093e-13,True,"Elevated dark, unclassified",1.0,3
17.5_107.5,17.5,107.5,South China Sea,42,36,20.936709879282056,1.7194678728210224,0.8571428571428571,0.5,1.0890813056897281e-05,True,Behavioural dark spot (selective switch-off),1.0,3
-6.0_119.0,-6.0,119.0,Open ocean / other,34,19,11.067074988399984,1.7168041257436997,0.5588235294117647,0.09090909090909091,0.017550105246277932,True,"Elevated dark, unclassified",0.6666666666666666,3
-6.0_108.0,-6.0,108.0,Open ocean / other,52,30,17.68890479743743,1.6959783742148955,0.5769230769230769,0.35294117647058826,0.002011610867336516,True,Behavioural dark spot (selective switch-off),1.0,3
18.0_107.5,18.0,107.5,South China Sea,41,33,19.499129204147614,1.6923832677092394,0.8048780487804879,0.5,0.0001069497674634494,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
25.0_120.0,25.0,120.0,Taiwan Strait,45,19,11.250797031055752,1.6887692443081144,0.4222222222222222,0.4827586206896552,0.03408629578355653,True,Behavioural dark spot (selective switch-off),0.3333333333333333,3
21.5_89.5,21.5,89.5,Bay of Bengal,39,38,22.59862979726342,1.681517877008703,0.9743589743589743,0.6666666666666666,2.1763618779347235e-07,True,"Blackout, cause unresolved",1.0,4
-9.0_140.0,-9.0,140.0,Open ocean / other,28,25,14.94673521574808,1.6726060667522675,0.8928571428571429,0.7142857142857143,0.00035054917243393076,True,Behavioural dark spot (selective switch-off),1.0,3
54.5_18.5,54.5,18.5,Open ocean / other,105,75,44.84238224376808,1.6725248804198631,0.7142857142857143,0.5384615384615384,3.676195636131008e-08,True,Behavioural dark spot (selective switch-off),0.6,5
21.0_89.5,21.0,89.5,Bay of Bengal,85,69,41.43857163014987,1.665115308892476,0.8117647058823529,0.0625,1.037624209883014e-08,True,"Elevated dark, unclassified",1.0,4
10.0_-71.5,10.0,-71.5,Open ocean / other,44,39,23.492200573220565,1.6601254479521694,0.8863636363636364,,5.936088430724681e-06,True,"Elevated dark, unclassified",1.0,1
44.5_30.0,44.5,30.0,Black Sea,26,7,4.246850327642262,1.6482803630817413,0.2692307692307692,0.2916666666666667,0.37769445935560436,False,Normal,0.3333333333333333,3
-3.5_122.0,-3.5,122.0,Open ocean / other,27,14,8.500830930797251,1.646897828455813,0.5185185185185185,0.3333333333333333,0.08150988765299151,False,Normal,0.5,2
-1.0_117.5,-1.0,117.5,Open ocean / other,55,31,18.850627614047934,1.6445075800499112,0.5636363636363636,0.125,0.0031042345730911912,True,"Elevated dark, unclassified",0.5,2
39.5_124.5,39.5,124.5,Open ocean / other,28,28,17.08342205423747,1.6390158781480622,1.0,,8.485698619816199e-06,True,"Blackout, cause unresolved",1.0,2
19.5_111.0,19.5,111.0,South China Sea,41,37,22.75012252585524,1.6263648671759876,0.9024390243902439,0.0,1.296361604497842e-05,True,"Elevated dark, unclassified",1.0,1
20.5_111.5,20.5,111.5,South China Sea,30,21,12.938547911343818,1.623056941466232,0.7,0.2857142857142857,0.011643696417328441,True,"Elevated dark, unclassified",1.0,1
34.0_11.5,34.0,11.5,Open ocean / other,33,33,20.466105786347597,1.6124220379049068,1.0,1.0,1.538608709108914e-06,True,"Blackout, cause unresolved",1.0,4
-5.0_106.0,-5.0,106.0,Open ocean / other,37,26,16.133156466929993,1.6115879154395623,0.7027027027027027,0.5,0.004460799605023416,True,Behavioural dark spot (selective switch-off),1.0,2
2.0_104.5,2.0,104.5,Open ocean / other,72,21,13.045460876856176,1.6097553162921132,0.2916666666666667,0.2727272727272727,0.05804065193946911,False,Normal,0.0,1
17.5_107.0,17.5,107.0,South China Sea,61,61,37.91004995061706,1.6090720027924181,1.0,,5.418161382555026e-12,True,"Blackout, cause unresolved",1.0,4
26.5_56.5,26.5,56.5,Strait of Hormuz,75,69,42.94718255551525,1.6066246001308198,0.92,0.6923076923076923,4.5458876211275953e-10,True,Behavioural dark spot (selective switch-off),1.0,3
27.0_-13.5,27.0,-13.5,Open ocean / other,36,28,17.474121252046366,1.6023695610284818,0.7777777777777778,0.45454545454545453,0.0016514625898899822,True,Behavioural dark spot (selective switch-off),0.75,4
10.0_119.5,10.0,119.5,South China Sea,42,41,25.71378294527854,1.594475619835947,0.9761904761904762,0.0,3.831324619471886e-07,True,"Blackout, cause unresolved",0.5,2
10.0_106.5,10.0,106.5,South China Sea,61,35,21.95427010954284,1.594222892647503,0.5737704918032787,0.36363636363636365,0.002627924470408139,True,Behavioural dark spot (selective switch-off),1.0,3
21.0_90.0,21.0,90.0,Bay of Bengal,37,34,21.379687618078325,1.590294517271157,0.918918918918919,0.0,4.003949971723386e-05,True,"Elevated dark, unclassified",1.0,4
39.0_124.5,39.0,124.5,Open ocean / other,39,39,24.54001835439944,1.5892408651360372,1.0,,1.895411547730856e-07,True,"Blackout, cause unresolved",1.0,2
-44.0_-65.5,-44.0,-65.5,Open ocean / other,26,26,16.364596269931315,1.5887956886399328,1.0,,4.4519358545709756e-05,True,"Blackout, cause unresolved",1.0,1
54.5_1.5,54.5,1.5,Open ocean / other,48,30,18.88900509775342,1.5882255229825777,0.625,0.0,0.004629250389333543,True,"Elevated dark, unclassified",0.4,5
20.0_92.0,20.0,92.0,Bay of Bengal,73,71,44.78900624410198,1.5852104334051753,0.9726027397260274,0.0,7.51981710705162e-12,True,"Blackout, cause unresolved",1.0,4
-4.5_107.5,-4.5,107.5,Open ocean / other,39,29,18.4286683444669,1.5736351351022648,0.7435897435897436,0.2857142857142857,0.002627924470408139,True,"Elevated dark, unclassified",1.0,5
9.5_-72.0,9.5,-72.0,Open ocean / other,32,32,20.34793420413345,1.5726412164975239,1.0,1.0,4.721547699796005e-06,True,"Blackout, cause unresolved",1.0,1
6.0_121.0,6.0,121.0,Open ocean / other,65,63,40.12615807178006,1.5700481438392844,0.9692307692307692,,3.515937988396118e-10,True,"Elevated dark, unclassified",1.0,1
18.0_108.0,18.0,108.0,South China Sea,60,45,28.726368101111177,1.5665050256826354,0.75,0.6,0.00011903496374052234,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
24.5_53.5,24.5,53.5,Persian Gulf,118,77,49.597879291180966,1.5524857332698785,0.652542372881356,0.75,3.022858983612372e-06,True,Behavioural dark spot (selective switch-off),0.8,5
-6.0_107.0,-6.0,107.0,Open ocean / other,39,21,13.527297099166832,1.5524165578719658,0.5384615384615384,0.6,0.043262460558232727,True,Behavioural dark spot (selective switch-off),0.6666666666666666,3
20.5_92.0,20.5,92.0,Bay of Bengal,39,37,23.84233210734977,1.5518616146024649,0.9487179487179487,,1.2592801331873684e-05,True,"Elevated dark, unclassified",1.0,4
9.5_104.5,9.5,104.5,Open ocean / other,113,113,73.0948964561486,1.545935564294717,1.0,,1.736322816436899e-20,True,"Blackout, cause unresolved",1.0,5
18.0_107.0,18.0,107.0,South China Sea,67,65,42.06907750947519,1.5450778540451735,0.9701492537313433,0.3333333333333333,3.996734986859511e-10,True,"Blackout, cause unresolved",1.0,3
39.0_125.0,39.0,125.0,Open ocean / other,36,36,23.354376320683745,1.541466982704937,1.0,,1.8169338320517129e-06,True,"Blackout, cause unresolved",1.0,2
10.0_104.5,10.0,104.5,Open ocean / other,37,37,24.035999284606213,1.539357676037898,1.0,,1.2948251021049125e-06,True,"Blackout, cause unresolved",1.0,5
-3.0_120.5,-3.0,120.5,Open ocean / other,32,28,18.205689489809014,1.5379807513290578,0.875,0.6,0.0011178866444921014,True,Behavioural dark spot (selective switch-off),1.0,3
-6.0_107.5,-6.0,107.5,Open ocean / other,55,29,18.87013604720749,1.5368198685717256,0.5272727272727272,0.25,0.015993643556417643,True,"Elevated dark, unclassified",0.6,5
-6.5_109.0,-6.5,109.0,Open ocean / other,31,25,16.28668378280175,1.534996340163444,0.8064516129032258,0.75,0.005254705025822386,True,Behavioural dark spot (selective switch-off),1.0,4
9.0_106.0,9.0,106.0,South China Sea,41,33,21.50267089945195,1.5346930692615068,0.8048780487804879,0.5,0.0010211975503876714,True,Behavioural dark spot (selective switch-off),1.0,4
-4.5_115.0,-4.5,115.0,Open ocean / other,30,15,9.797217499150907,1.531046953004769,0.5,0.2857142857142857,0.12783960930056865,False,Normal,1.0,1
13.5_74.0,13.5,74.0,India West Coast corridor,59,59,38.7620878287368,1.5221058334288058,1.0,1.0,3.027604690025866e-10,True,"Blackout, cause unresolved",1.0,2
-4.5_106.0,-4.5,106.0,Open ocean / other,69,59,38.79083078488385,1.5209779941859696,0.855072463768116,0.75,1.997085104400084e-06,True,Behavioural dark spot (selective switch-off),1.0,2
10.0_-72.0,10.0,-72.0,Open ocean / other,33,29,19.167064258262453,1.5130120924751849,0.8787878787878788,0.6666666666666666,0.0011764039024772582,True,Behavioural dark spot (selective switch-off),1.0,1
